Name,Completed,ConRatio,nOrigCls,nOrigVar,KClauses,dAmoCnt,eAmoCnt,DirMax,EncMax,AvgSize,EncodeWeightSumK,ElimVars,dTime,eTime
795a71e969aad84596bc5a6c25b2a783-logistics-rotate-08t5.shuffled-as.sat05-1138,Success,0.3862085032032615,128775,3237,49734,5306,0,87,0,3.7668676969468526,0,0,0.648,0.619
79630911f8f7388a9c2f574b5fb35b9c-test_v5_r5_vr1_c1_s15604.smt2-stp212,Success,0.9999735982659341,378763,95320,378753,5,0,3,0,3,0,0,0.213,1.39
7964a077954f880cf9b8a0a6cdc3fcec-jkkk-random-132906006148277-10-10-34-SUM-sat,Success,0.9972362785162455,203349,39677,202787,281,0,3,0,3,0,0,0.267,0.722
796aa4fc486e799b3a9b0c3d47300355-clqcolor-25-16-17.shuffled-as.sat05-1255,Success,0.9624340508893391,89842,1125,86467,25,0,17,0,17,0,0,0.00835,0.00308
79a44aeb93e3024327f3f0a623fefdc3-grieu-vmpc-31,Success,0.8041780966448618,146909,961,118141,62,0,31,0,31,0,0,0.0729,0.0553
79b054e88ec398feb4de4292fd52a8d6-rbsat-v1820c171155gyes6,Success,0.32073851187520086,171155,1820,54896,35310,0,28,0,3.3889832908524498,0,0,1.16,0.0414
79b9e24dd9af185dbec18c9b0a32b1e2-g2-slp-synthesis-aes-top30,Success,0.999605534,304209,101451,304089,60,0,3,0,3,0,0,0.662,0.373
79c0df739ce3d7895fc546a69dca4f3e-pb_300_05_lb_16,Success,0.9622816205042494,543263,144485,522772,6029,140,5,21,3.4253525692981035,2940,2800,1.03,6.55
79d2eae74f2b790d821578d9b7f675c0-Mycielski-10-hints-6,Success,0.9640006061361902,745707,6903,718862,767,0,9,0,9,0,0,2.65,0.246
79f7c3e7a56d73819387079a7fedb5e6-rook-61-1-1,Success,0.7551681875985442,911393,234298,688255,122,0,61,0,61,0,0,0.571,0.102
79fc460b2303a776f07010631c9bc9fe-UCG-15-5p1,Success,0.7972731601820635,632087,163275,503946,29311,0,8,0,3.6164579850568046,0,0,1.72,0.831
79fce1c507f15bccc3f1781aa2d53da7-ndist.b.29980,Success,0.999992587,539619,389732,539615,2,0,3,0,3,0,0,1.06,1.19
7a149e5677b261b9c0e40f6249b2575e-SAT_dat.k30,Success,0.9982148083113842,136680,33787,136436,122,0,3,0,3,0,0,0.237,1.29
7a32fd2a92ecd9b8253f7596b4514a8c-hgen8-n260-02-S1396509323.shuffled-as.sat03-886,Success,0.25742574257425743,404,260,104,49,0,5,0,4.224489795918367,0,0,0.000903,0.000144
7a7549f821796fd9812f078b526fffbf-T129.2.0,Success,0.9969053548717215,10918861,3165889,10885071,16895,0,3,0,3,0,0,72.6,122
7a83634c455aae979dfadc671f52d88f-c5315.shuffled,Success,0.9987919463087248,14900,5399,14882,9,0,3,0,3,0,0,0.029,3.31
7a955f7b50c9e274fdd477006a02d609-schur-triples-7-60,Success,0.7611127366028223,444310,111840,338170,60,0,60,0,60,0,0,1.05,0.44
7aa2ce107a9dbeaa2c9761354dbe70d7-rbsat-v760c43649g7,Success,0.30951453641549637,43649,760,13510,9066,0,19,0,3.4056915949702184,0,0,0.224,0.0108
7aa9083488761f6a0adf8db702739a78-minandmaxor032,Success,0.9999171979796307,48308,16239,48304,2,0,3,0,3,0,0,0.0731,0.259
7abd6e60bdb990307bda8a2447e2128b-partial-5-19-s,Success,0.6977925904930387,1023145,262705,713943,42630,0,8,0,4.415763546798029,0,0,2.91,27.9
7ae7a8ac37541f83c41cde6900f34412-sha1r17m146ABCD,Success,0.9979654120040692,12779,3835,12753,13,0,3,0,3,0,0,0.00307,0.00771
7af73f846548141cc97b8a149a20bfbf-vlsat2_57038_10572502.dimacs,Success,0.5187317913222848,10568450,57038,5482191,766330,0,34,0,4.027250662247335,0,0,320,2.85
7b35f953ec3674a5f4f4a9f312d33b91-rnd_150_29_u,Success,0.43860530546623794,19904,4408,8730,1,0,150,0,150,0,0,0.0232,0.00194
7b40e39148de4d5f8d9384d6937c287e-stable-400-0.1-12-98765432140012,Success,0.6776503369621566,30864,400,20915,3341,0,5,0,3.318467524693206,0,0,0.0634,0.0782
7b430dc4761000c3404b608fd5b1123e-6g_6color_366_040_04,Success,0.7158619443916555,6377604,77328,4565484,906060,0,3,0,3,0,0,24,2.25
7b51d6655ec42d470f65bc9c1f39e018-SGI_30_60_30_40_6-dir.shuffled-as.sat03-134,Success,0.22743812775714678,80246,900,18251,11139,0,29,0,3.8488194631474997,0,0,0.607,0.0141
7b64c9de6e8ee8f32f76ad08727cd064-clqcolor-25-18-23.shuffled-as.sat05-1263,Success,0.9614850861694778,163573,1325,157273,25,0,23,0,23,0,0,0.0167,0.00591
7b757059ce4239746808fbed1fc298c4-g2-hwmcc15deep-6s340rb63-k22,Success,0.9993175664272034,817662,276394,817104,279,0,3,0,3,0,0,10.5,83.8
7bfc007db654405b48651b0b0299ddf5-mrpp_8x8#18_20,Success,0.9997237629304392,137563,18278,137525,19,0,3,0,3,0,0,0.162,1.36
7c0d32cb8a4e302fbab6910f748056ee-rbsat-v945c61409gyes3,Success,0.3677148300737677,61409,945,22581,11711,0,21,0,3.3870719836051575,0,0,0.301,0.0177
7c1385787d7c6aeccbb2c8bf8067ee64-instance_n7_i8_pp,Success,0.9572556671599377,152722,14896,146194,336,96,7,4,5.925925925925926,384,192,0.0726,3.92
7c552f4d2bc35862829d06d94e230c4a-total-10-17-u,Success,0.6982581005876901,1039153,293864,725597,42185,0,7,0,4.481498162854095,0,0,3.02,4.76
7c6472811be33889e96b18df1c5a6b42-manthey_DimacsSorterHalf_33_1,Success,0.8994614003590664,12254,3762,11022,326,0,8,0,3.536809816,0,0,0.0175,0.0127
7c6795ba16836c8cff78c8ce672efd08-fdmus_b14_210,Success,0.9994404029099049,10722,3960,10716,3,0,3,0,3,0,0,0.0148,3.46
7c8b9914cfd4bb3b72d9e99b87f814a1-QG7-gensys-icl001.sat05-2926.reshuffled-07,Success,0.7913690476190476,13440,432,10636,148,0,7,0,6.8175675675675675,0,0,0.00893,0.00571
7c9eeb95bb79140c0fdf14cb1e4f19e9-prime_119218851371,Success,0.9998274448902118,23181,4365,23177,2,0,3,0,3,0,0,0.00929,0.00824
7ca07adf30ff0a7637d92339236b7644-SAT_dat.k85-sc2013,Success,0.9711382796331505,4562306,1376707,4430630,65838,0,3,0,3,0,0,22.3,61.5
7ca6261a802a16061c75bd9f139637ec-bart20.shuffled,Success,0.1483739837398374,1476,270,219,27,0,12,0,10,0,0,0.00295,2.28e-05
7cb1d9b4e689cb119f9ace249223d625-eulcbip-8-UNSAT.sat05-3937.reshuffled-07.cnf.mis-120.debugged,Success,0.989627632,38564,19361,38164,80,0,4,0,4,0,0,0.0388,0.0521
7d22df95b3224393135b2d1da5ca4c02-prime2209-97,Success,0.999408109,327763,117273,327569,97,0,3,0,3,0,0,0.582,0.458
7d4b045378335cf8f95b3311b4bc6427-g2-T99.2.1,Success,0.9944561121381975,21859028,6269521,21737844,60592,0,3,0,3,0,0,63.4,484
7d70021539c490db5274b6025c33e9d6-f7b,Success,0.9998484259987306,211118,70985,211086,16,0,3,0,3,0,0,0.44,41.5
7d79f9e7e3c565b184f10ca6d8f4e723-cube-9-h10-unsat,Success,0.999866416,538985,180270,538913,36,0,3,0,3,0,0,19.7,0.775
7d89daff5013fc5acc0e0c86ba805224-IBM_FV_2004_rule_batch_3_11_SAT_dat.k100,Success,0.9823387927343115,1256426,327729,1234236,11095,0,3,0,3,0,0,3.87,14.1
7dc41deafbd45bdc8e4c054e9e609d8a-g2-T88.2.1,Success,0.9965132177946399,11667491,3372289,11626809,20341,0,3,0,3,0,0,58.9,191
7de6675be6d4a5ab078097a8b3ec621a-VanDerWaerden_pd_2-3-28_727,Success,0.997394715,69858,364,69676,91,0,3,0,3,0,0,0.00138,0.0378
7ded5a1993e1fc6df9d0e3623bc64d1e-SGI_30_70_23_50_1-dir.shuffled-as.sat03-156,Success,0.2364640076042847,54706,690,12936,7533,0,30,0,3.8287534846674633,0,0,0.283,0.0102
7df66894fe6fbd7e6416faaadb50ba73-sted5_0x24204-60,Success,0.9608462055070517,59560,2345,57228,277,0,6,0,4.642599278,0,0,0.00717,0.0149
7df8389c5b329a2e118a50a94c254e7d-blocks-blocks-36-0.180-SAT,Success,0.34368523213993907,10311345,733825,3543857,11246,0,38,0,34.69473590609994,0,0,147,4.39
7e0a9339b351e86b005639b66e342fff-gensys-icl005.shuffled-as.sat05-2717,Success,0.9351395730706076,7308,1449,6834,36,0,6,0,5.833333333333333,0,0,0.00153,0.00316
7e21850936d6127540157afaaf912c02-marg6x6.shuffled-as.sat03-1456.cnf.mis-119.debugged,Success,0.9874959577449607,37108,18601,36644,72,0,5,0,4.333333333333333,0,0,0.0357,0.0464
7e2e2abe33db065f5a0f0a0ccc09d388-iso-brn001.shuffled-as.sat05-2741,Success,0.9228906686533805,5369,1410,4955,31,0,6,0,5.870967741935484,0,0,0.0012,0.00196
7e3617b2007c1a6d15095840cf96ddd5-sgen6-840-5-1,Success,0.25,336,140,84,28,0,5,0,5,0,0,0.000586,6.81e-06
7e36c51e4ba07b5d291864732d105a36-Mycielski-10-hints-9,Success,0.972529722,977238,6903,950393,767,0,9,0,9,0,0,2.37,0.339
7e5396d6b00b82c2fc0ea1d7c6505afd-manthey_single-ordered-initialized-w50-b7,Success,0.864417201,81323,10675,70297,2270,0,25,0,3.739207048,0,0,0.0465,0.0653
7e6c50fca3fa82baa5934ea7b170c368-par32-2-c.debugged,Success,0.9389926183239253,4606,1303,4325,0,13,0,6,5.769230769230769,75,48,0.000568,2.67
7e8cd205be140936b35d713db474a2be-rbsat-v1150c84314gyes7,Success,0.3209787223948573,84314,1150,27063,17201,0,23,0,3.403813731759781,0,0,0.45,0.0244
7eb9c20f8abef093eeb2bcd69e709b95-string_compare_safety_cbmc_unwinding_600,Success,0.9998735158566445,9961723,2210846,9960463,630,0,3,0,3,0,0,603,1000
7ecf9c45c29d706fd0020fbf177e6809-Mycielski-10-hints-10,Success,0.9745403849527937,1054415,6903,1027570,767,0,9,0,9,0,0,2.51,0.35
7edf55fdf6dc152493b5e2aaa86977e5-strips-gripper-20t39.shuffled-as.sat05-1148,Success,0.47899702131191385,433748,14020,207764,49086,0,60,0,3.256896059976368,0,0,3.49,0.307
7ef489e2f958158fbc5cda361702f684-rbsat-v945c61409gyes6,Success,0.36108713706459966,61409,945,22174,11557,0,21,0,3.4167171411265898,0,0,0.275,0.0152
7efdf72de31fa82aeceb7acbc29a59bf-vlsat2_113_1150,Success,0.1601016021543967,1150763,11374,184239,106998,0,27,0,4.500299071010673,0,0,10.1,0.117
7f3b49026cf0ec9d2d76b0d9b2c61f8e-HCP-424-60,Success,0.925198687,220825,26788,204307,4697,43,4,14,3.4949367088607595,577,203,0.097,1.72
7f8597580b9484377f2acd4896eb4807-complete-500-0.1-7-9876543215007,Success,0.5695056388698008,74217,1000,42267,11181,0,6,0,3.2749306859851535,0,0,0.239,0.158
7fa13f05ddb59096ff2b4cf19624d05e-E00N23,Success,0.9999166336674934,2207126,15364,2206942,92,0,3,0,3,0,0,0.141,18.4
7faa62e8464b2ca45d9ca4bfd3ef95a4-complete-300-0.1-8-9876543213008,Success,0.6022310343549643,26983,600,16250,3956,0,6,0,3.2280080889787666,0,0,0.0642,0.0376
7fc117c1ce7ec6ebf3a770f382a5a29a-SGI_30_70_18_80_10-dir.shuffled-as.sat03-140,Success,0.29215008639842016,40510,540,11835,5417,0,24,0,3.7683219494184974,0,0,0.218,0.00766
7fc40a10dd29389fe0a2b86fc13c1759-snw_16_9_pre,Success,0.9961019750564872,3847333,91180,3832336,1374,0,16,0,4.050218340611353,0,0,85.8,0.913
7fca438c38e5b7a70e38778ec146cfe0-ctl_4291_567_2_unsat-sc2013,Success,0.9739894858246386,149132,17850,145253,1452,0,10,0,3.162534435261708,0,0,0.111,0.393
7fe57ed36349ce30e710a3a31317b668-hcp_r26_26,Success,0.9269162072511618,258662,919562,239758,1344,0,8,0,5.690476190476191,0,0,1.55,37.6
7fee4bf0258384943bcbd6d46b737c4b-g2-ak128modbtsimpbaig,Success,0.9998437972759229,1626092,542796,1625838,127,0,3,0,3,0,0,10.2,458
7fff5091659a5b104b4f1a9943974fa3-iso-brn003.shuffled-as.sat05-2697,Success,0.9317992329498083,5997,1769,5588,31,0,6,0,5.838709677419355,0,0,0.00121,0.00251
801a8ba85e86c29b832c5027198fda6f-rphp4_125_shuffled,Success,0.9543221405659994,24629,1000,23504,125,0,5,0,5,0,0,0.00334,0.00108
801b1e85dd09faed4459f29dc2ed8557-rphp4_105_shuffled,Success,0.9461200752608473,17539,840,16594,105,0,5,0,5,0,0,0.00277,0.000769
80228e9f9a7eabcf5a44312987c048b2-em_7_3_6_cmp,Success,0.8989881518637032,11563,1473,10395,188,0,6,0,4.085106382978723,0,0,0.00494,0.00279
80323cb8c560a7d8260b3f43529d6499-ccp-s9-facto1,Success,0.9102564102564102,3510,234,3195,9,0,9,0,9,0,0,0.000609,0.000108
80370fc9ace23eae6e47a6d6f81066b5-iso-icl001.shuffled-as.sat05-3107,Success,0.6988987375772227,3723,582,2602,164,0,7,0,4.335365853658536,0,0,0.00426,0.00145
804ae5e8cb6ab57438e6cb705755d693-manthey_single-ordered-initialized-w20-b10,Success,0.8361763296597987,20870,3400,17451,702,0,10,0,3.6994301994301995,0,0,0.0137,0.0171
805a742eb8b4e0df3561ca8e0670670b-homer20.shuffled,Success,0.014691943127962086,4220,440,62,22,0,20,0,20,0,0,0.00961,1.86e-05
8063f1a73972178c67f29801ae463143-q_query_3_l38_lambda,Success,0.9534098981766517,118244,26986,112735,585,0,9,0,4.526495726495726,0,0,0.0961,0.202
80712e766e6526844f59e0f3d7c92873-barman-pfile07-028.sas.ex.15,Success,0.804161602,619521,291856,498195,23170,4073,13,175,3.780787725,33190,22648,1.55,533
807705232d73dc93f2d424f62b597662-ndist.b.23493,Success,0.9999905404478625,422853,305401,422849,2,0,3,0,3,0,0,0.752,0.799
8090db94bbed462700cc12ad7254eabc-fdmus_b21_250,Success,0.9995018266356692,12044,4359,12038,3,0,3,0,3,0,0,0.0171,6.46
80916cc0ee83c448ca7e1940a0e9e242-sha1r17m66a,Success,0.9986639946559787,11976,3566,11960,8,0,3,0,3,0,0,0.00309,0.00772
80b32ccb260456d060982044b5dbe2ae-hanoi4u.shuffled-as.sat03-399,Success,0.44311228708450473,12094,1312,5359,1001,0,15,0,3.912087912087912,0,0,0.035,0.0848
80c14c7518b419306c2506ad3c2c7b79-queueinvar14,Success,0.9974229571566627,9313,1370,9289,12,0,3,0,3,0,0,0.035,0.00798
80e548bef03ac3dfa741c3b4121126e7-openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.075-NOTKNOWN,Success,0.6998298853567783,1167448,286006,817015,6463,3563,31,32,13.297127468581687,112262,101573,6.43,140
80ec4e1f005383cae198e272a0a04381-289-unsat-21x40,Success,0.9936467598475223,661080,3360,656880,840,0,4,0,4,0,0,0.0142,0.316
81392be4e5fc7aa2232c1f460321e0c6-string_compare_safety_cbmc_unwinding_680,Success,0.9998761597486915,11466385,2494560,11464965,710,0,3,0,3,0,0,885,1000
8157c6aa84b505772a17e0ccd77b152d-q_query_3_l43_lambda,Success,0.9546415417807771,137659,30771,131415,660,0,9,0,4.534848484848485,0,0,0.111,0.219
816c8c3f443d22ccb9c0783c66adc630-sha1r17m75a,Success,0.9986777952235353,12101,3603,12085,8,0,3,0,3,0,0,0.00296,0.0078
8175dacde2d6517a91c1912847a34006-IBM_FV_2004_rule_batch_30_SAT_dat.k75,Success,0.9902482442927287,613428,154604,607446,2991,0,3,0,3,0,0,1.46,6.59
817ce8d840cd29ce88294362ec9a3a5a-ps_300_311_20,Success,0.9997474670949624,2375928,485990,2375328,300,0,3,0,3,0,0,1.03,875
818c585e5986431917605fca8d775034-g2-hwmcc15deep-oski15a10b10s-k20,Success,0.9974156758708712,1326459,509532,1323031,1714,0,3,0,3,0,0,2.85,165
8194678c6294b563e5525d01ddae04a4-c8nidw_i,Success,0.9999608053712319,510274,171974,510254,10,0,3,0,3,0,0,1.51,72.1
81a1971681c723e7f066faea6c5109d7-em_11_3_4_fbc,Success,0.9278803462361108,129507,8713,120167,2780,0,6,0,3.4273381294964027,0,0,0.114,0.139
81bced94e5f672f0bb0bab7dd298d11c-toughsat_factoring_895s,Success,0.9992303992303992,10395,2009,10387,4,0,3,0,3,0,0,0.0036,0.00393
81c36c1f55a6ee8e180f53f140ce05a3-01-integer-programming-20-30-40,Success,0.9937673596654099,3518573,891394,3496643,0,1140,0,6,5.026315789473684,5730,3510,2.16,47.3
81e3136a3eee419eb490444b727c3131-test_v7_r17_vr5_c1_s2807.smt2-stp212,Success,0.9999722103376386,1727261,435908,1727213,24,0,3,0,3,0,0,1.08,6.37
81f247cf04746d7e0fb3ea77a760a0af-dislog_a19_x19_n29,Success,0.999199434,224841,48219,224661,36,0,4,0,4,0,0,0.0464,0.0713
81fe63cbee3d00cdb5edd8d48dd9c194-clqcolor-08-06-06.shuffled-as.sat05-1241,Success,0.9019264448336253,1142,124,1030,8,0,6,0,6,0,0,0.000288,3.72e-05
822164670be880e06055b047a0c8151a-Schur_160_5_d43,Success,0.953446034,26915,747,25662,157,0,5,0,4.745222929936306,0,0,0.0043,0.00939
822378be9cfb4de97f59c563f06a91fd-QG7a-gensys-ukn001.sat05-3841.reshuffled-07,Success,0.9473418290012912,17813,2737,16875,49,0,7,0,6.857142857142857,0,0,0.00308,0.00859
8226a866770c4e3da127e54ca0dbd496-SC21_Timetable_C_466_E_62_Cl_31_S_30,Success,0.8570935678628001,2133179,328138,1828334,2767,9091,4,43,10.900236127508855,119601,60291,1.49,362
822ac2997c9e0f0def5971dabcdb0dd9-mchess_18,Success,0.3131115459882583,2044,612,640,300,4,4,6,3.8421052631578947,20,12,0.00404,0.149
82426f21121fa8474900bdd2b339cc20-sokoban-p20.sas.cr.35-sc2016,Success,0.33640459864580274,1187567,172512,399503,6002,0,45,0,14.382705764745085,0,0,5.13,1.86
82460a38bd39cd8e1c32b66a358204f5-clqcolor-30-20-26.shuffled-as.sat05-1264,Success,0.9677350824547892,301256,1815,291536,30,0,26,0,26,0,0,0.0272,0.0109
8280ce94c7d37464d0ba08b73eda2e0a-clqcolor-12-08-10.shuffled-as.sat05-1259,Success,0.9248933143669986,7030,282,6502,12,0,10,0,10,0,0,0.00127,0.000238
829d75d6c2814ff99b1c300c43247f28-pb_200_03_lb_03,Success,0.9344106537605386,257862,77289,240949,4742,99,5,26,3.484197479859533,2574,2475,0.527,4.38
82ab8d4855b9a2d1ef0b165aa2d393ec-SAT_instance_N=55,Success,0.9977839476298428,78518,24470,78344,87,0,3,0,3,0,0,0.0882,93.6
82b43b098ac066a2751ed5d8f3ede647-dp08s08.shuffled,Success,0.9974828915283568,12713,5374,12681,16,0,3,0,3,0,0,0.02,0.368
82c08db7bcd7fabf2b08e8f10937af3e-bvsmod_18.smt2,Success,0.9999241332220621,26362,54654,26360,1,0,3,0,3,0,0,0.0356,18.5
83008eace6e2f1e42516e69b5d49a4fb-ooo.rf8.ucl.sat.chaff.4.1.bryant,Success,0.7861902998889301,27010,11669,21235,0,1155,0,3,3,3465,2310,0.0551,50.3
830129ccece6a0981e8a8783368ccbc2-IBM_FV_2004_rule_batch_20_SAT_dat.k75,Success,0.9821439343668938,547041,136296,537273,4884,0,3,0,3,0,0,1.5,1.66
8315e99c7317e090cea8dc131a872665-prime2209-89,Success,0.999408109,300731,107601,300553,89,0,3,0,3,0,0,0.536,0.426
83288b30ce2ae4cec29caa482d1ed820-crafted_n10_d6_c4_num4,Success,0.8537011217087997,11134084,42048,9505180,89400,0,98,0,3.509261744966443,0,0,1000,3.54
8349bad9fec3b0611611b3f62b5030cd-rovers1_v01i.renamed-as.sat05-3976,Success,0.3639643060565787,5267,304,1917,670,1,26,4,3.630402384500745,4,2,0.0123,0.0421
8356e57e0e64b86e28bedb6aff099c96-vlsat2_15960_1464039.dimacs,Success,0.45653326460476285,1427839,15960,651856,179088,0,17,0,3.523301393728223,0,0,25.2,0.375
8364f9e578c223da9cd74097d6c821e1-instance_n5_i6_pp,Success,0.9741280913126189,31540,4380,30724,120,0,5,0,4.45,0,0,0.0137,0.0284
838277d26d3df732fa98b594c58e82b7-AProVE09-11,Success,0.9995851214168103,77131,20192,77099,0,4,0,3,3,12,8,1.87,8.96
83980f552b5e39ba31ed2d71a184d57b-ferry5_v01i.renamed-as.sat05-3995,Success,0.38564593301435407,8360,665,3224,762,0,22,0,4.017060367454068,0,0,0.0172,0.194
8399051f45e233c13b641116179e8976-gensys-ukn004.shuffled-as.sat05-2745,Success,0.9420112551994128,8174,1955,7700,36,0,6,0,5.833333333333333,0,0,0.00145,0.00331
839cd1ade564cb2fe3872b3e1391823b-k2fix_gr_rcs_w9.shuffled,Success,0.3978666928824223,305160,11313,121413,51964,0,9,0,3.4525825571549533,0,0,2.42,0.117
83a1e1bb441806ee6112b1f2365456ca-battleship-10-17-sat,Success,0.1352601156069364,865,170,117,17,0,10,0,10,0,0,0.00139,2.19e-05
83b5ea2f5e3f9d3f1fda63873b7388a0-sqrt_Householder_pseudoconstant_true-unreach-call.c,Success,0.9993600644443524,8163322,1627413,8158098,920,8,4,107,3.9051724137931036,856,416,15.5,19.5
83b8944a5c4105ae54e25bb916432726-Schur_161_5_d42,Success,0.9537162285672504,27353,753,26087,158,0,5,0,4.753164556962025,0,0,0.00416,0.00908
83c4a55772eb377fd79b42d8510db31f-ecarev-110-1031-23-40-5,Success,0.9983297991665371,244282,42271,243874,204,0,3,0,3,0,0,0.00537,0.0199
83ce47cd134a5238ebf0986372880e26-fclqcolor-08-05-06.shuffled-as.sat05-1273,Success,0.7459618208516887,1362,116,1016,22,0,8,0,6.181818181818182,0,0,0.000873,3.89e-05
83ce5fddac3998960d4d95b590389f65-IBM_FV_2004_rule_batch_30_SAT_dat.k55,Success,0.9902001877044475,438988,112764,434686,2151,0,3,0,3,0,0,0.988,4.75
83dc8f675657b3e6d148ef5cf897fb82-openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN,Success,0.7395637441010539,225464,95456,166745,1913,594,26,32,9.871559633027523,18733,16951,0.998,24.9
83ecab8576e44dc4311806171a1897e2-23.shuffled,Success,0.9535864978902954,474,198,452,11,0,3,0,3,0,0,0.00065,0.414
83ecc728055edd18daa4ac770b963b6d-UR-15-10p1,Success,0.8021340799091431,757235,199996,607404,34003,0,8,0,3.6220333499985293,0,0,2.24,1.08
840df285912c570dd79cfaa896c7f5fb-Cake_9_20,Success,0.9660740872707838,78583,19150,75917,618,0,9,0,3.4935275080906147,0,0,0.0419,4.03
843f25e2c4d57e7eeaf5117c3121ab2f-rovers5_ks99i.renamed-as.sat05-3974,Success,0.34215676176743226,29127,1437,9966,3005,1,53,5,3.580505655355955,5,9,0.0834,0.0836
844cebb160a2f6282a90b358b0711162-g2-T81.2.1,Success,0.9965188713348921,11803643,3413200,11762553,20545,0,3,0,3,0,0,61.2,195
84732661a082f6f9739927fbf8d23e86-sokoban-p04.sas.ex.13,Success,0.9110497484597989,738053,388416,672403,10304,1032,34,7,3.391407904022583,4285,1799,3.32,365
847acf906ee3e44de934120cc9f6f2c1-CNP-5-100,Success,0.5015120680145311,210308,27585,105472,52418,0,3,0,3,0,0,0.744,0.099
847df6bb7bd0a8fcedb57e012cfe0014-valves-gates-1-k617-unsat.shuffled-as.sat03-412,Success,0.9929106361357056,3062334,985042,3040624,10855,0,3,0,3,0,0,12.8,40.4
8483632ccd23319f4710174391d52c4f-Timetable_C_181_E_34_Cl_12_S_10,Success,0.8423287715788874,491916,119459,414355,1910,3303,4,43,7.291003261078074,31116,13427,0.446,130
849129608a891ec8f64bfb44995ab569-CNP-5-1400,Success,0.5363289992539699,150128,21085,80518,34805,0,3,0,3,0,0,0.571,0.0664
84978bdbf48c9485b04c37709d65c591-dspam_dump_vc1093,Success,0.9999939839129833,332442,106720,332440,1,0,3,0,3,0,0,0.41,0.311
849b95fcc6b5ad7e11b65227b7aa5c5b-atco_enc1_opt1_04_32-sc2014,Success,0.9156164881060469,550700,57220,504230,11355,0,9,0,3.380449141347424,0,0,0.503,1.41
84ace37814debb04200a7cf10e31f896-preimage_80r_491m_160h_seed_71,Success,0.999052811,181590,56108,181418,86,0,3,0,3,0,0,0.147,5.94
84b277ae4a4cb05f7c62b501b20e7a6f-VanDerWaerden_pd_2-3-22_445,Success,0.9957641541545328,26441,223,26329,56,0,3,0,3,0,0,0.000777,0.0138
84b7b617126ae841d666f325e9f6eba2-instance_n9_i9_pp_ci_ce,Success,0.9505598320503849,457280,33867,434672,648,288,9,4,7.105769230769231,1152,576,0.176,11.6
85071adde6e3118aef323066387a4aac-dislog_a11_x11_n21,Success,0.9992295839753467,51920,12094,51880,20,0,3,0,3,0,0,0.013,0.794
853920da6c3617b13bc473c6a51f8879-Schur_161_5_d33,Success,0.9537543510691199,28154,762,26852,158,0,5,0,4.810126582278481,0,0,0.00421,0.00927
854e92b1b7b24def3535fccbcf94cb8a-Pb-chnl15-16_c18,Success,0.017070484581497798,3632,480,62,30,0,16,0,16,0,0,0.00707,1.64e-05
856e8a73e5c92ccdb42ee5851e67d207-Timetable_C_241_E_34_Cl_16_S_12,Success,0.8488014058698068,665780,149499,565115,2286,3675,4,43,7.960409327294078,39272,18043,0.57,146
857e6b7426ce8861e9527d0f4a68d504-g2-gss-38-s100,Success,0.9999796727309685,98390,32759,98388,1,0,3,0,3,0,0,0.175,15
85b3227365fe9bf60b08b456c550bc85-preimage_80r_491m_160h_seed_7,Success,0.9990550873229647,184144,56108,183970,87,0,3,0,3,0,0,0.143,5.83
85b41a5f1ebc94d760209690103aa56c-f9nidw,Success,0.9999892996457648,1869097,626884,1869077,10,0,3,0,3,0,0,5.78,144
85c13fd867bfe325b4c157c6f41816b1-rbsat-v2640c305320gyes3,Success,0.3690848945368793,305320,2640,112689,58637,0,33,0,3.3771509456486517,0,0,2.21,0.0987
85eef885042cc63551c8938d4f6ab02e-Timetable_C_466_E_50_Cl_31_S_28,Success,0.8587503090628608,1977753,310128,1698396,2735,8028,4,43,10.982439840193255,108863,55095,1.41,321
86173292a2c6a506acf27a81db853bb5-ktf_TF-7.tf_3_0.06_113,Success,0.9962876352984307,280953,60247,279910,304,0,4,0,3.476973684210526,0,0,0.147,0.358
861a9be9fa6c72dfa091ec92013b4538-e_rphp035_05,Success,0.9117911791179117,5555,2960,5065,35,0,6,0,6,0,0,0.00108,0.000188
867b4087ca3a1b9e163c27cc638d8751-gensys-brn007.shuffled-as.sat05-2751,Success,0.792004764,13433,432,10639,149,0,7,0,6.778523489932886,0,0,0.00897,0.00574
8691670c493b6e20edc0d39459855a8b-sin.c.75.smt2-cvc4,Success,0.9720043366596706,32591905,7916927,31679473,456216,0,3,0,3,0,0,1000,153
86aae8fcfcec93584f6c212bc5075214-pb_400_09_lb_02,Success,0.9642094672385289,888559,227643,856757,8631,202,5,25,3.5181704969998866,5050,4848,1.57,8.85
86b50dbc0e6d25e78792b1ec7d8910a1-transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.020-NOTKNOWN,Success,0.6851945056097305,953700,290655,653470,254,8868,33,11,10.625520719140539,91181,70459,23.3,348
86baeee562934b47e2df25a53842d612-IBM_FV_2004_rule_batch_1_31_2_SAT_dat.k95.debugged,Success,0.9816639697460047,440008,126185,431940,4034,0,3,0,3,0,0,1.1,5.12
86cea065bb59135d390c70dc3df07719-smtlib-qfbv-aigs-bin_libsmbclient_vc1228502-tseitin,Success,0.9999973434741779,752863,266663,752861,1,0,3,0,3,0,0,4.09,577
