Name,Completed,ConRatio,nOrigCls,nOrigVar,KClauses,dAmoCnt,eAmoCnt,DirMax,EncMax,AvgSize,EncodeWeightSumK,ElimVars,dTime,eTime
3be9d5f90d3838bea4f8e58008653f8a-manol-pipe-c8nidw,Success,0.9999499914985548,799864,269048,799824,20,0,3,0,3,0,0,2.33,122
3becb154c60a9c36c323b6a29b9f8974-smtlib-qfbv-aigs-bin_libmsrpc_vc1228572-tseitin,Success,0.9999971625410012,704856,249186,704854,1,0,3,0,3,0,0,3.45,484
3c051cd40445c52a093f048c4100e470-manol-pipe-g10b,Success,0.9998762753944753,242474,81569,242444,15,0,3,0,3,0,0,0.542,40.6
3c0db78733bb05b9d1e9d7627b2e8f38-rook-52-0-1,Success,0.7560492008752487,564868,145909,427068,104,0,52,0,52,0,0,0.368,0.0689
3c0dbc26ca90bcd5595dd0abbfc67790-f6b,Success,0.9995253828882277,109562,37002,109510,26,0,3,0,3,0,0,0.235,24.3
3c1252e11adea78ca57afd0f9ed8f8fe-vlsat2_34161_4607712.dimacs,Success,0.4598299941106301,4530196,34161,2083120,572401,0,23,0,3.494985159005662,0,0,150,1.51
3c194bebd33c343386d0cd3225b6faac-homer06.shuffled,Success,0.045783133,830,180,38,18,0,10,0,10,0,0,0.00182,6.55e-06
3c1b4c4580c8be0d76570d34801cb9b1-sokoban-p20.sas.cr.37,Success,0.33530555081422797,1271327,182096,426283,6164,0,45,0,14.880272550292018,0,0,4.39,1.53
3c255310f646b722a58caaa6ebd7cf20-fdmus_b21_242,Success,0.9994335347432024,10592,3840,10586,3,0,3,0,3,0,0,0.015,6.02
3c3f1c67b5c43299bfa3b6eea8bedf33-grid-strips-grid-y-3.035-NOTKNOWN,Success,0.7521794851017093,1604278,257380,1206705,679,0,50,0,26.31222385861561,0,0,52.6,1.57
3c4ac805726d78a869ff8116ee3533db-homer18.shuffled,Success,0.024630541871921183,2030,308,50,22,0,14,0,14,0,0,0.00451,1.17e-05
3c4fad450b700fcf3da7f6246915ddbe-manthey_DimacsSorter_36_4,Success,0.9021004790566269,16282,4965,14688,410,0,9,0,3.5853658536585367,0,0,0.0235,0.0175
3c6213797b04ab9d8b4a85359ed07348-shuffling-1-s1519120721-of-bench-sat04-718.used-as.sat04-731,Success,0.9990412593180878,7170865,371419,7163990,3430,0,4,0,3.001457725947522,0,0,1000,16.7
3c632491064f8b7b52656d2762971a05-smtlib-qfbv-aigs-servers_slapd_a_vc149789-tseitin,Success,0.9999962789590016,1074968,360364,1074964,2,0,3,0,3,0,0,1.98,613
3c78c658a543ff4108f88ade5698cd59-satellite1_ks99i.renamed-as.sat05-3982,Success,0.18750821827744904,7605,416,1426,748,0,8,0,4.497326203208556,0,0,0.0196,0.155
3c84369bbb9493d0832c49ebe8a39a3f-crafted_n10_d6_c2_num17,Success,0.8379380146073255,2924560,23360,2450600,89400,0,34,0,3.3002237136465324,0,0,205,0.818
3c881c253d7a0cccc58b7cb2e65de414-8pipe_k,Success,0.9946878970661851,1332429,35065,1325351,3524,0,4,0,3.002837684449489,0,0,1000,1.04
3c89ee95f1c8bfa292f69bb72f045a95-Schur_160_5_d26,Success,0.953670256,28513,764,27192,157,0,5,0,4.853503184713376,0,0,0.00424,0.00942
3c92dedae9bea8c2c22acd655e33d52d-e_rphp065_05,Success,0.9497931034482758,18125,9410,17215,65,0,6,0,6,0,0,0.00203,0.000638
3cb35f534c37226758c079a50327b7db-motors-stuck-2-k315-sat.used-as.sat04-435,Success,0.9930579113236752,1524037,507145,1513457,5290,0,3,0,3,0,0,2.7,12.7
3cff6c97a515aecfe46ba0f1256a3c11-shuffling-1-s1870372346-of-bench-sat04-423.used-as.sat04-562,Success,0.5063772813755197,28382,3502,14372,1327,0,25,0,3.7143933685003767,0,0,0.0948,0.0201
3cff772a004fbdf616a65ec099ec7bd5-b2005-p1-12x12c10h7-Ser4-0,Success,0.9232183809061189,2229531,48791,2058344,71784,100,6,30,3.1174809415168885,351,123,2.85,5.36
3d1a99d93b284738b11bf3b68e087895-gensys-ukn004.shuffled-as.sat05-3347,Success,0.8275840636459693,16089,1152,13315,151,0,7,0,6.701986754966887,0,0,0.00917,0.00703
3d485f7153c8f84f932bd15a8e0654ae-vmpc_27,Success,0.8048508502927237,96849,729,77949,54,0,27,0,27,0,0,0.0505,0.0387
3d6978ed5a15b6338e355146202518ed-E04F15,Success,0.995853192,37137,4740,36983,32,0,4,0,3.9375,0,0,0.0261,0.056
3d8151c9302fa773ccb30d7abfb127b8-partial-10-11-s-sc2007,Success,0.6664829359432572,633173,189456,421999,23482,0,8,0,4.867813644493655,0,0,2.46,16.6
3d8792b5f559f33ea583a09c33f683b1-puzzle34_sat,Success,0.9999792332931844,96308,26075,96306,1,0,3,0,3,0,0,0.0482,133
3d9a4a300b2121b2c36d93b20fa61b91-grid-strips-grid-y-4.025-NOTKNOWN,Success,0.711074283,1689545,281936,1201392,420,0,65,0,38.63809523809524,0,0,76.6,1.59
3daaf7b12568b19f3ff4a8916de749a7-instance_n3_i4_pp,Success,0.9947333772218565,3038,696,3022,8,0,3,0,3,0,0,0.00175,0.0033
3db285796738ae7e2112e831b0e9b7f4-dated-10-15-s,Success,0.6970820212925476,666900,193520,464884,27949,0,7,0,4.426097535,0,0,1.96,3.46
3dbff7f9da381e31bfa0997a3c6514e1-c6bid_i,Success,0.9999775458345652,267211,90407,267205,3,0,3,0,3,0,0,0.635,40.1
3dd2492548059b47e5266ff28beea74b-c6bidw_s,Success,0.9999795254686108,293047,99221,293041,3,0,3,0,3,0,0,0.704,41
3de6254158ab7d91cb75256fd84c2f89-school1.col.14,Success,0.20014077708953423,248620,5005,49759,32448,0,14,0,4.037259615384615,0,0,1.3,0.0432
3df51b94e24007f11141bfe51e957752-hid-uns-enc-6-1-0-0-0-0-28527,Success,0.41257724463831336,5502,1908,2270,0,32,0,36,36,1152,544,0.00764,1.35
3e04d7740237fb695f4b86ab0cf25a6d-289-sat-6x8,Success,0.8809523809523809,2016,192,1776,48,0,4,0,4,0,0,0.00065,0.00105
3e0a186ce9bcb63e4f5ed066228d60d4-gus-md5-06,Success,0.9998394469840562,224225,68953,224189,18,0,3,0,3,0,0,0.241,1.35
3e484a82136768ef3f36517dfdb509d6-Mycielski-10-hints-5,Success,0.9598447940334853,668531,6903,641686,767,0,9,0,9,0,0,2.39,0.212
3e4aec55f52f71c982e583694e021a19-toughsat_factoring_428s,Success,0.9995479715222059,8849,1729,8845,2,0,3,0,3,0,0,0.00295,0.00341
3e4da63c0d1a7db66c58a26136b41582-smtlib-qfbv-aigs-innfeed_innfeed_vc37051-tseitin,Success,0.9999947310184941,379580,128369,379578,1,0,3,0,3,0,0,1.52,99.9
3e52d79c4b33e14d0324e71fd0b986cd-CNP-5-900,Success,0.5157990321727836,173998,23585,89748,42125,0,3,0,3,0,0,0.69,0.0879
3e9f461bbe4e9839d499fe1575df6ad9-gensys-ukn009.shuffled-as.sat05-3849,Success,0.9483963250261319,18177,2969,17239,49,0,7,0,6.857142857142857,0,0,0.00284,0.00852
3ea7b703268b83ee2a57e593129a05f2-hanoi4.shuffled,Success,0.7540899795501023,3912,718,2950,148,0,7,0,4.155405405405405,0,0,0.00417,0.00235
3eba104ff274aa7b0e13dafc2f7418ed-SGI_30_70_23_60_5-dir.shuffled-as.sat03-160,Success,0.26480353168667226,54818,690,14516,7562,0,24,0,3.7799523935466808,0,0,0.238,0.00969
3ed1c508cce52678ac4c38503f041997-prime2209-77,Success,0.999408109,260183,93093,260029,77,0,3,0,3,0,0,0.47,0.36
3ed56242f55e3653dbceeb4a70221787-rbsat-v945c61409gyes9-sc2009,Success,0.3670797440114641,61409,945,22542,11062,0,21,0,3.4418730790092207,0,0,0.262,0.0147
3eda509dd939bc7cf0e3f72b1c9ef1a1-shuffling-1-s849090124-of-bench-sat04-347.used-as.sat04-486,Success,0.9968599357460259,3634639,209724,3623226,5702,0,4,0,3.0005261311820415,0,0,1000,7.84
3ee586232653bdd2d2f5a9e63785f6af-rpoc_xits_11_UNKNOWN,Success,0.9882467481207954,114011,1740,112671,670,0,3,0,3,0,0,0.0069,0.0499
3ee904fba05026a472dad3a4ec197608-g10nid,Success,0.9999876204108477,646225,217725,646217,4,0,3,0,3,0,0,1.76,94.3
3efe71750bfdf2724c21e0d818dd90db-gensys-ukn001.shuffled-as.sat05-3500,Success,0.9122545700744753,59080,1524,53896,192,0,8,0,8,0,0,0.018,0.243
3f0e59f7e5efa37fe94f77ff159a7106-rphp4_135_shuffled,Success,0.9575531022917831,28624,1080,27409,135,0,5,0,5,0,0,0.00358,0.00127
3f22b14975f38b10a3020c86b3868738-Schur_161_5_d32,Success,0.9537748203730577,28253,763,26947,158,0,5,0,4.8164556962025316,0,0,0.00423,0.00933
3f3498afcc9108e5c356f6dec92839ab-logistics-rotate-10t5.shuffled-as.sat05-1140,Success,0.35824180375150494,338051,5649,121104,12972,0,121,0,3.6989670058587727,0,0,2.76,0.318
3f3ac7a6ff729d9a274206abeb85bcf9-satsgi-n25himBHm27-p0-q250,Success,0.004556213,16900,675,77,52,0,27,0,25.96153846153846,0,0,0.0329,6.61e-05
3f688306f4263de7915f9d16dc907cd8-b_unsat_pre,Success,0.9976182079403493,575617,80087,574246,500,0,7,0,3.21,0,0,0.347,1.36
3f6c7cc2ebcd210aa7d0b10169162c43-1dlx_c_iq60_a,Success,0.9978812560563601,9927580,651875,9906546,10517,0,3,0,3,0,0,1000,9.3
3f6eaf6621669afa72876a5c72a96c8e-satsgi-n26himBHm28-p0-q293,Success,0.004220745,18954,728,80,54,0,28,0,26.962962962962962,0,0,0.0402,8.89e-05
3f72fda296bb564f0c0bd035e7276f06-pb_400_03_lb_07,Success,0.9683826318283397,951787,239734,921694,7708,213,5,24,3.5817447292008584,5112,4899,1.85,10.3
3f80a86da34b2a83a71f4f79efa7fc33-fdmus_b20_424,Success,0.999597855,14920,5466,14914,3,0,3,0,3,0,0,0.0224,8.77
3f9985018dd0c9655cdb7063258d0279-6g_5color_170_020_04,Success,0.7653538858849165,247820,17550,189670,29075,0,3,0,3,0,0,0.469,0.094
3f9fdded562e5b47d8b3dbcf4271a6ce-Mycielski-10-hints-7,Success,0.967376933,822884,6903,796039,767,0,9,0,9,0,0,2.56,0.272
3fac9d4ad62698423574608cd2c44795-course0.2_2018_3-sc2018,Success,0.9991116081501319,2548425,1314940,2546161,1132,0,3,0,3,0,0,16.3,68.9
3fb05fb0c950b33188185660e5b07497-ccp-s6-facto3,Success,0.960710945,6414,522,6162,18,0,6,0,6,0,0,0.000556,0.000212
3fc0fc7c4ab0adbb5693ad79379bf471-crafted_n11_d6_c3_num17,Success,0.8551101287402806,7010704,36208,5994924,98340,0,66,0,3.4071181614805774,0,0,892,1.84
403986262aa33a97e5fa06d08b34067f-logistics-rotate-09t5.shuffled-as.sat05-1139,Success,0.3689060864363691,213984,4336,78940,9117,0,106,0,3.673686519688494,0,0,1.57,0.568
40632052dd4bb97cf52e120c81f08e69-korf-18,Success,0.9994208618433753,186484,7794,186376,54,0,3,0,3,0,0,0.0523,0.791
4076b976f0337108afb6fcafe2548294-hard-12-U-7061,Success,0.9999394858370925,1156754,426005,1156684,35,0,3,0,3,0,0,3.46,45
40a56bb4dd589de1da70855f3dbf8b0a-gss-25-s100,Success,0.9999581708094994,95627,31931,95623,2,0,3,0,3,0,0,0.165,14.4
40ac4a7d722252e791f52d6548e444bf-hole10.cnf.mis-98.debugged,Success,0.9775707864127161,21579,10792,21095,11,0,10,0,10,0,0,0.0206,0.0235
40c14c38362c8a8b8fb9849ecb2fb66e-mrpp_8x8#18_13,Success,0.9997236232985559,86838,11726,86814,12,0,3,0,3,0,0,0.0872,1.3
40c4cd1a6ae54b0b82d4ac19564a2360-rook-57-1-1,Success,0.7555341933488844,743785,191574,561955,114,0,57,0,57,0,0,0.487,0.0892
41057dc22362238cc20153b007ce3d27-eulcbip-7-UNSAT.shuffled-as.sat05-3936.cnf.mis-100.debugged,Success,0.9875649591685226,26940,13535,26605,67,0,4,0,4,0,0,0.0298,0.0373
410ef8be3528b5927044240b4b3aed52-grid-strips-grid-y-3.065-SAT,Success,0.755856099,3437698,477460,2598405,1369,0,50,0,27.097151205259312,0,0,118,3.17
41172e9ee23cd44f88df05ccc00f3c2f-hgen8-n320-01-S1432474240.sat05-483.reshuffled-07,Success,0.2654320987654321,486,320,129,62,0,5,0,4.129032258064516,0,0,0.0011,0.000195
412da6378d3c3d4bbeb24f05fcd56aca-rbsat-v1560c133795gyes9,Success,0.3196532007922568,133795,1560,42768,27514,0,26,0,3.3972159627825835,0,0,0.792,0.0376
413fca83a3f192faedac13d5a07f0143-atco_enc2_opt2_05_4,Success,0.9869755331187309,364084,14636,359342,1951,0,9,0,3.086109687339826,0,0,0.0789,0.724
41486ea32ba4f776817167cccac4657f-depots1_ks99i.renamed-as.sat05-3943,Success,0.5258426966292135,445,161,234,70,0,5,0,3.3285714285714287,0,0,0.001,0.145
4153d86dad53f46ce2443c44500246f2-gensys-brn008.shuffled-as.sat05-3673,Success,0.9407865665046399,15841,2447,14903,49,0,7,0,6.857142857142857,0,0,0.00283,0.00762
41586e1dad3f5174d47d91fab9eb98c6-minxor032,Success,0.9993544743000081,12393,4338,12385,4,0,3,0,3,0,0,0.0177,3.24
4165a3f519e2381da2f25f43cd325d3f-f6bidw,Success,0.9999647173595884,566851,191101,566831,10,0,3,0,3,0,0,1.41,77.8
416e3f53389ce98c9b8b3ffcfa6a3570-289-sat-11x9,Success,0.9425287356321839,8613,396,8118,99,0,4,0,4,0,0,0.00127,0.00418
417807e4c1f2829471bcd8981304b2d6-abw-K-dwt__234.mtx-w54,Success,0.8702431652699547,160138,57447,139359,7817,0,4,0,3.2193936292695406,0,0,0.372,0.252
418a2f2763a91705de959458dc67e346-g2-T1.2.1,Success,0.9942418775927809,14484930,4160759,14401524,41703,0,3,0,3,0,0,42.9,335
4192631a7b3e3794bd10507b6f0b9a34-rbsat-v1820c171155g5,Success,0.33000496625865444,171155,1820,56482,35085,0,28,0,3.3809890266495652,0,0,1.3,0.0419
419591446bdfdc45161b3a6dc103e269-php-018-014.shuffled-as.sat05-1175,Success,0.014814814814814815,2160,252,32,14,0,18,0,18,0,0,0.00485,1.05e-05
41afe4f9d2db445600aa14ee1dc2a929-bx-d-4-7-8,Success,0.9999213829610671,228958,31376,228940,9,0,3,0,3,0,0,0.222,0.275
41bf5c8d9d475b5c7a683e46ac2150b4-crafted_n12_d6_c4_num20,Success,0.8546715057964216,15834252,56064,13533084,107280,0,98,0,3.5615212527964206,0,0,1000,5.57
41d15591fed06eb2e4e2f9ace5de25e9-ktf_TF-4.tf_4_0.04_35,Success,0.9962465812992779,87387,20929,87059,89,0,4,0,3.561797752808989,0,0,0.0456,0.1
41da193d91ec721d889588368011b02d-E15N10,Success,0.9942824471126358,6996,1610,6956,20,0,3,0,3,0,0,0.00742,0.00779
41f4cb4992a481c9d43e2e1a4e2349ac-sgen1-sat-180-100,Success,0.25,432,180,108,36,0,5,0,5,0,0,0.000752,7.52e-06
41fcb7dd9e7b08b6e5b10a697f2c60ef-too_large_gr_rcs_w7.shuffled,Success,0.48450558831119844,50373,3633,24406,8600,0,6,0,3.3196511627906977,0,0,0.301,0.0211
42004e31c80a3eafcc6b3e09b3b42ca7-T125.2.0,Success,0.9969184008604722,10911218,3163789,10877594,16812,0,3,0,3,0,0,72.3,122
420e0f2bfaa41c0f5fff2e5614e5b9be-s113-100.cnf.mis-84.debugged,Success,0.9923269568924176,18767,9521,18623,28,0,5,0,4.035714285714286,0,0,0.0195,0.0246
421961af41f33ec0e116e482dcd82b3a-hwmcc10-timeframe-expansion-k50-pdtpmsns2-tseitin,Success,0.9983476360535153,262654,88352,262220,217,0,3,0,3,0,0,0.549,13
425c28cab2c9945f9d2058b47ef1ed1d-gus-md5-12,Success,0.9998584753371161,226109,69553,226077,16,0,3,0,3,0,0,0.245,1.17
4262cde7840b2c1f6edd9ce647d5187a-mp1-blockpuzzle_5x10_s3_free4,Success,0.5093027419332626,145226,2750,73964,105,0,55,0,35.96190476190476,0,0,0.187,0.059
4267e1ab8473d6d6e532c52f2c2ab8bf-ae_rphp062_05,Success,0.9574905725059993,20419,8634,19551,62,0,6,0,6,0,0,0.00222,0.00209
42772d927856e5e092710040a25731f2-bqwh.36.2.432.shuffled-as.sat03-1643,Success,0.22049239681390298,11048,1746,2436,1098,0,9,0,4.551912568306011,0,0,0.0306,0.0459
42906ebc9a5ca8a2bc13d54bb75101dd-sgp_9-4-8.shuffled-as.sat05-2673,Success,0.35396562815917654,348192,47232,123248,1360,0,32,0,13.2,0,0,1.5,0.621
42a8e6f6bd74402cc376ae6ac2a31ff4-srhd-sgi-m62-q1327.5-n60-p15-s1351253,Success,0.2785957742960134,1120760,3420,312239,182610,0,61,0,3.613257762444554,0,0,21.3,0.24
42b879c316e63ffcb22776b18bbb1cb1-ndist.b.24491,Success,0.9999909259397891,440817,318375,440813,2,0,3,0,3,0,0,0.845,0.955
42bae687b8c0f3061b135ddc21b24d7a-hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin,Success,0.9984345531897666,296401,98935,295937,232,0,3,0,3,0,0,0.586,36.6
42e5098d8fd498a760e9336cac826604-php-050-050.shuffled-as.sat05-1168,Success,0.001631321,61300,2500,100,50,0,50,0,50,0,0,0.174,0.000265
42ed227bc5b6e9fbb40699f87dc4d161-9symml_gr_rcs_w5.shuffled,Success,0.45978855567896665,24309,1295,11177,4526,0,6,0,3.2920901458241274,0,0,0.0956,0.00731
42efc6c698d287932a883db10d28e515-fdmus_b14_141,Success,0.9993759101310589,9614,3534,9608,3,0,3,0,3,0,0,0.0129,2.66
430cdf78dce62688bcffb74f9108f98b-rpoc_xits_12_UNKNOWN,Success,0.9885501223443508,128735,1898,127261,737,0,3,0,3,0,0,0.00752,0.0554
430ea7b80a96824380cd1d1e649cc5ea-vmpc_22.shuffled-as.sat05-1956,Success,0.806070826,52184,484,42064,44,0,22,0,22,0,0,0.0296,0.0224
431bfb466be51ecd86b321b5cbce6d3c-mrpp_8x8#22_10,Success,0.9997159897756319,63378,8918,63360,9,0,3,0,3,0,0,0.0592,1.24
4327fbb4622261e2fe878f6a3ccb5783-gensys-brn009.shuffled-as.sat05-2686,Success,0.9300265721877768,6774,1311,6300,36,0,6,0,5.833333333333333,0,0,0.00144,0.00269
432c4cb791fabc3c947edf983c389e5f-fdmus_b22_141,Success,0.9995753114382786,14128,5127,14122,3,0,3,0,3,0,0,0.02,5.32
4349766428c6b640585f1f4b02cbefbc-hard-20-U-10652,Success,0.9999956429184976,6426320,2227802,6426292,14,0,3,0,3,0,0,34.6,186
43617e47d7f29ff77cc9917919cff6f5-6g_5color_166_100_01,Success,0.9559414206918819,129333040,259475,123634810,2849115,0,3,0,3,0,0,1000,66.4
43687a48fb119ca61b47c2fc69a71e7d-manthey_single-ordered-initialized-w42-b8,Success,0.8583781535078596,67306,9072,57774,2013,0,21,0,3.700447093889717,0,0,0.0399,0.0544
43ab89a80621cd13eb8ff63018876fad-srhd-sgi-m27-q225-n25-p30-s70617701,Success,0.2793216867232584,50773,671,14182,8026,0,27,0,3.635933217044605,0,0,0.19,0.00948
43bb64f1967420d86619e5a6a6af569d-qg5-12.shuffled,Success,0.6790889801814817,44302,1728,30085,1203,0,10,0,4.861180382,0,0,0.0562,0.0198
43d60b4cfb76b6d1292dc1457bec38e2-g2-T58.2.0,Success,0.9968307307470489,5839832,1688661,5821324,9254,0,3,0,3,0,0,41.5,80.4
43e492bccfd57029b758897b17d7f04f-pb_300_09_lb_07,Success,0.9606488876626395,550912,145943,529233,5899,157,5,22,3.5092470277410834,3454,3297,1.02,7.04
43e6f6ae706e7d57a1dafc5e27505d0f-g2-T109.2.0,Success,0.9950120669943873,12672584,3630175,12609374,31605,0,3,0,3,0,0,26.8,282
43e9826f4a546e9da84b6bd8adaa6827-manthey_DimacsSorter_31_4,Success,0.9201176377076544,12581,3903,11576,295,0,7,0,3.4372881355932203,0,0,0.0182,0.0136
44092fcc83a5cba81419e82cfd18602c-php-010-009.shuffled-as.sat05-1185,Success,0.045783133,415,90,19,9,0,10,0,10,0,0,0.000914,5.41e-06
4419451f2df6d028a7fa86ef20717608-slp-synthesis-aes-top22,Success,0.9994727160516019,166893,55875,166805,44,0,3,0,3,0,0,0.338,0.195
443276cf6b047271b1ab40f584c49048-si2-r001-m200-09,Success,0.8937794821006979,1065265,7000,952112,200,0,40,0,33.4,0,0,0.688,7.13
44449aff160e53f973b63b5816064ab9-11pipe_k,Success,0.9996983770752248,5583130,89315,5581446,791,0,4,0,3.042983565107459,0,0,1000,4.34
444a7bdca469920f7f8965b511d55d6d-fclqcolor-12-08-10.shuffled-as.sat05-1283,Success,0.8128582108148518,8026,282,6524,34,0,12,0,9.882352941176471,0,0,0.00379,0.000245
445c4da95ba97d07846283633be5384a-openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN,Success,0.712222977,603290,171676,429677,3733,1763,31,32,12.297489082969433,55562,50273,3.24,73.1
44658d7ef9caf95325482516ba17d058-QG6-dead-dnd001.sat05-2742.reshuffled-07,Success,0.9379581151832461,7640,1558,7166,36,0,6,0,5.833333333333333,0,0,0.00146,0.00296
4483f9654fdf809f93ded32e47cea3d3-driverlog4_ks99i.shuffled-as.sat05-4021,Success,0.3562557356989905,16345,920,5823,1952,2,30,4,3.6192425793244625,8,8,0.0592,0.23
448bc3366a8793b08e67bc5b816eafe8-pb_300_05_lb_11,Success,0.9606080386493068,511678,137600,491522,5950,137,5,21,3.422046985378676,2877,2740,0.891,5.78
44998859b0ad3659438a3fdb7ca07014-dated-5-11-s,Success,0.685160823,350417,109073,240092,15595,0,7,0,4.385828791279256,0,0,1.02,1.69
44ab80d376f78495483e45bb8088c3ae-fphp-010-008.shuffled-as.sat05-1213,Success,0.043076923076923075,650,80,28,18,0,10,0,8.888888889,0,0,0.00139,6.08e-06
44b249f51321a2bf38f730534b781bec-c880_gr_rcs_w7.shuffled,Success,0.5058385294355818,61745,4592,31233,10401,0,6,0,3.2943947697336795,0,0,0.297,0.0218
44d073f9595fd351bdd3062168459b05-gus-md5-04,Success,0.9998209096892335,223351,68679,223311,20,0,3,0,3,0,0,0.245,1.18
44fd38bd0c5fc7336be468161dee4eda-post-cbmc-aes-ee-r3-noholes,Success,0.9998593595917034,1820245,498723,1819989,128,0,3,0,3,0,0,19.1,2.63
450639bc46c0c4e79d024376063f274a-gripper12u.used-as.sat04-424,Success,0.6223750369713102,27048,3352,16834,2032,0,13,0,3.4035433070866143,0,0,0.0612,0.0149
4513c58c16e72a34f9f8518db7baeb9e-ktf_TF-3.tf_3_0.02_24,Success,0.9957079077966622,104378,24280,103930,128,0,4,0,3.5,0,0,0.0636,0.124
452e25912539651a054def8e32cd4888-bart12.shuffled,Success,0.18536585365853658,820,180,152,22,0,10,0,8.181818181818182,0,0,0.00159,1.38e-05
453e2197c9226f8c99b3a740c7711723-crafted_n12_d6_c3_num18,Success,0.8567097803150279,8569908,42048,7341924,107280,0,66,0,3.4308724832214765,0,0,1000,2.26
4546fab27cba3b7f81f04a27804007f1-total-5-13-u,Success,0.6919526873514976,576590,178708,398973,23968,0,7,0,4.476301736,0,0,1.74,2.64
4551c996fc6f5fbe62b43076abb25077-knight_18,Success,0.8390092712168231,1297025,126152,1088216,2757,0,58,0,10.832789263692419,0,0,2.59,4.12
4554ae1c42bcc6af4f6ffa463f1bf4b6-c7nidw_i,Success,0.9999640899495463,389863,131652,389849,7,0,3,0,3,0,0,0.968,54.2
45742d067cc851edc1201d8a02586eac-mchess_20,Success,0.3103448275862069,2552,760,792,376,4,4,6,3.8526315789473684,20,12,0.00506,0.155
4584de77fc93960884298f76df7a3299-frb56-25-2.used-as.sat04-890,Success,0.37412355670282904,114668,1400,42900,21123,0,25,0,3.412962173933627,0,0,0.691,0.0309
45a09efb026036ff4b8d19024a7563a9-fermat-931960058139995587,Success,0.9982727102615404,69473,12257,69353,60,0,3,0,3,0,0,0.0462,0.0714
45a61c9b31668afc18cb4d0dbc8709ba-srhd-sgi-m47-q742.5-n45-p30-s17570390,Success,0.2608712797105593,405748,2088,105848,64016,0,46,0,3.683126093476631,0,0,4.48,0.105
45aeebbb5742ff1cd68df5b3768db763-battleship-18-35-sat,Success,0.063215355,5679,630,359,35,0,18,0,18,0,0,0.00988,0.000139
45c29ed9f56511fb8800e91fca228740-a_rphp085_04,Success,0.954954955,16983,722,16218,85,0,5,0,5,0,0,0.00207,0.0024
45f88cbc05e016365482b88a01a803c1-SGI_30_70_20_70_5-dir.shuffled-as.sat03-148,Success,0.2796350616857907,46364,600,12965,6319,0,25,0,3.756607058,0,0,0.218,0.0084
45fc926d5647441fba9ee5553bf80bc8-sgen1-sat-180-100.cnf.mis-143.debugged,Success,0.9879651377215288,51517,25777,50897,72,0,5,0,4.902777777777778,0,0,0.0519,0.0631
46025a4cb2f14712cd9405d847d07f60-partial-10-13-s,Success,0.6823718239907938,825525,234673,563315,35937,0,8,0,4.425578094999582,0,0,2.39,20
4622ccd57b5cfc2f13810e1e01bfbdb9-smtlib-qfbv-aigs-bin_eventlogadm_vc352372-tseitin,Success,0.9999979429582317,972270,345988,972268,1,0,3,0,3,0,0,3.39,359
465795fa2641c616ce76de8501672a19-VanDerWaerden_pd_2-3-27_663,Success,0.9971462953412412,58170,332,58004,83,0,3,0,3,0,0,0.00131,0.0311
467a9b8f9c802ca7e77743832325b268-transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN,Success,0.6834448006754921,4784660,1134832,3270051,77184,25151,46,15,6.039517271705672,367970,301200,249,1000
46bc58ad47aaddd182b078bcd2c4f06d-006-23-96,Success,0.998837102,75673,4288,75585,44,0,3,0,3,0,0,0.00149,0.0214
46d997b3611659598a5b5dc00d3758c8-battleship-10-18-sat,Success,0.12967032967032968,910,180,118,18,0,10,0,10,0,0,0.0015,2.46e-05
470c1d856a9d02d3944f8e745bcfd133-gensys-icl007.shuffled-as.sat05-2719,Success,0.936951317,7518,1454,7044,36,0,6,0,5.833333333333333,0,0,0.00153,0.00313
471ade6f5ca7ddba267cf83a6cb6cfea-g2-T155.1.0,Success,0.9928198860344801,9433555,2610401,9365821,33867,0,3,0,3,0,0,19.7,299
47289fd0fdb45050c22258ddb35d65d4-fphp-060-060.shuffled-as.sat05-1211,Success,0.000847218,212460,3600,180,120,0,60,0,60,0,0,0.98,0.00102
47520f6d68cc6528f698f9984e533913-manthey_single-ordered-initialized-w14-b7,Success,0.8386215272506452,6587,1225,5524,249,0,7,0,3.6224899598393576,0,0,0.00453,0.00511
4757eea090ae6aa5f7187fa62a5c4c86-hard-6-U-7061,Success,0.9999400698186612,1001165,370048,1001105,30,0,3,0,3,0,0,2.79,84.9
476517518916e4a97730e9c52d3b4be1-gensys-brn005.shuffled-as.sat05-2749,Success,0.7903661464585834,13328,392,10534,149,0,7,0,6.778523489932886,0,0,0.009,0.00578
47752d6f7fca7e1caae7aa0d0138c067-pb_300_06_lb_02,Success,0.9539956364070721,535797,145487,511148,6188,164,5,26,3.6095717884130982,4264,4100,1.21,6.69
478d5f1abd3cfec18bca8be7f7afbb1b-gensys-icl004.shuffled-as.sat05-2716,Success,0.9380877742946708,7656,1605,7182,36,0,6,0,5.833333333333333,0,0,0.00146,0.00315
47b0183f5510581397b51b1f5f3216ee-bf1355-666,Success,0.9994278357888714,6991,2297,6987,2,0,3,0,3,0,0,0.00801,0.00831
47c04ee3a0d07cbbc272f4af73c9ef3c-e2_2.c.smt2-cvc4,Success,0.9975934459805428,39060,8443,38966,47,0,3,0,3,0,0,0.0613,0.442
