Name,Completed,Time,Result,ExitCode,Verified
000a41cdca43be89ed62ea3abf2d0b64-snw_13_9_pre-cadical,Success,64.737,SAT,10
000a41cdca43be89ed62ea3abf2d0b64-snw_13_9_pre-ccdcl,Success,80.306,SAT,10
000a41cdca43be89ed62ea3abf2d0b64-snw_13_9_pre-ccdclPlus,Success,13.078,SAT,10
000a41cdca43be89ed62ea3abf2d0b64-snw_13_9_pre-reencode,Success,23.141,SAT,10
000a41cdca43be89ed62ea3abf2d0b64-snw_13_9_pre-roundingSAT,Success,17.659,SAT,-1
000a41cdca43be89ed62ea3abf2d0b64-snw_13_9_pre-sat4j,Success,403.76800000000003,UNKNOWN,-1
002a0330958a14deb23dcc84b5489e8a-traffic_f_unknown-cadical,Success,156.684,UNSAT,20
002a0330958a14deb23dcc84b5489e8a-traffic_f_unknown-ccdcl,Success,205.237,UNSAT,20
002a0330958a14deb23dcc84b5489e8a-traffic_f_unknown-ccdclPlus,Success,318.106,UNSAT,20
002a0330958a14deb23dcc84b5489e8a-traffic_f_unknown-reencode,Success,138.547,UNSAT,20
002a0330958a14deb23dcc84b5489e8a-traffic_f_unknown-roundingSAT,Success,464.302,UNSAT,-1
002a0330958a14deb23dcc84b5489e8a-traffic_f_unknown-sat4j,Success,185.407,UNKNOWN,-1
0033baadbd48d3f880e9b5a733bd4950-rope_0030.shuffled-cadical,Success,0.13,UNSAT,20
0033baadbd48d3f880e9b5a733bd4950-rope_0030.shuffled-ccdcl,Success,0.141,UNSAT,20
0033baadbd48d3f880e9b5a733bd4950-rope_0030.shuffled-ccdclPlus,Success,0.112,UNSAT,20
0033baadbd48d3f880e9b5a733bd4950-rope_0030.shuffled-reencode,Success,0.108,UNSAT,20
0033baadbd48d3f880e9b5a733bd4950-rope_0030.shuffled-roundingSAT,Success,0.154,UNSAT,-1
0033baadbd48d3f880e9b5a733bd4950-rope_0030.shuffled-sat4j,Success,1.305,UNSAT,-1
003a77d2aa15a5f93aa2cfe79b986c9e-fclqcolor-20-15-15.shuffled-as.sat05-1270-cadical,Success,0.045,SAT,10
003a77d2aa15a5f93aa2cfe79b986c9e-fclqcolor-20-15-15.shuffled-as.sat05-1270-ccdcl,Success,0.071,SAT,10
003a77d2aa15a5f93aa2cfe79b986c9e-fclqcolor-20-15-15.shuffled-as.sat05-1270-ccdclPlus,Success,0.02,SAT,10
003a77d2aa15a5f93aa2cfe79b986c9e-fclqcolor-20-15-15.shuffled-as.sat05-1270-reencode,Success,0.019,SAT,10
003a77d2aa15a5f93aa2cfe79b986c9e-fclqcolor-20-15-15.shuffled-as.sat05-1270-roundingSAT,Success,0.136,SAT,-1
003a77d2aa15a5f93aa2cfe79b986c9e-fclqcolor-20-15-15.shuffled-as.sat05-1270-sat4j,Success,1.292,SAT,-1
0041051c73dcdd885d412a38e8b09fba-rphp4_065_shuffled-cadical,Success,118.459,UNSAT,20
0041051c73dcdd885d412a38e8b09fba-rphp4_065_shuffled-ccdcl,Success,212.512,UNSAT,20
0041051c73dcdd885d412a38e8b09fba-rphp4_065_shuffled-ccdclPlus,Success,396.30899999999997,UNSAT,20
0041051c73dcdd885d412a38e8b09fba-rphp4_065_shuffled-reencode,Success,116.10499999999999,UNSAT,20
0041051c73dcdd885d412a38e8b09fba-rphp4_065_shuffled-roundingSAT,Success,641.184,UNSAT,-1
0041051c73dcdd885d412a38e8b09fba-rphp4_065_shuffled-sat4j,Success,641.741,UNKNOWN,-1
0041f01bcd7d0d1f9541cea6da79ad57-SGI_30_60_24_40_2-dir.shuffled-as.sat03-118-cadical,Success,239.643,UNSAT,20
0041f01bcd7d0d1f9541cea6da79ad57-SGI_30_60_24_40_2-dir.shuffled-as.sat03-118-ccdcl,Success,332.328,UNSAT,20
0041f01bcd7d0d1f9541cea6da79ad57-SGI_30_60_24_40_2-dir.shuffled-as.sat03-118-ccdclPlus,Success,492.121,UNSAT,20
0041f01bcd7d0d1f9541cea6da79ad57-SGI_30_60_24_40_2-dir.shuffled-as.sat03-118-reencode,Success,295.173,UNSAT,20
0041f01bcd7d0d1f9541cea6da79ad57-SGI_30_60_24_40_2-dir.shuffled-as.sat03-118-roundingSAT,Success,5000.008,UNKNOWN,-1
0041f01bcd7d0d1f9541cea6da79ad57-SGI_30_60_24_40_2-dir.shuffled-as.sat03-118-sat4j,Success,1244.936,UNKNOWN,-1
004b0f451f7d96f6a572e9e76360f51a-spg_420_280-cadical,Success,77.375,UNSAT,20
004b0f451f7d96f6a572e9e76360f51a-spg_420_280-ccdcl,Success,257.547,UNSAT,20
004b0f451f7d96f6a572e9e76360f51a-spg_420_280-ccdclPlus,Success,238.18,UNSAT,20
004b0f451f7d96f6a572e9e76360f51a-spg_420_280-reencode,Success,57.643,UNSAT,20
004b0f451f7d96f6a572e9e76360f51a-spg_420_280-roundingSAT,Success,1454.946,UNSAT,-1
004b0f451f7d96f6a572e9e76360f51a-spg_420_280-sat4j,Success,579.948,UNKNOWN,-1
0071b624d91ebe408b0585f8c4e34fd9-ctl_4291_567_7_unsat-cadical,Success,490.775,UNSAT,20
0071b624d91ebe408b0585f8c4e34fd9-ctl_4291_567_7_unsat-ccdcl,Success,578.507,UNSAT,20
0071b624d91ebe408b0585f8c4e34fd9-ctl_4291_567_7_unsat-ccdclPlus,Success,1203.461,UNSAT,20
0071b624d91ebe408b0585f8c4e34fd9-ctl_4291_567_7_unsat-reencode,Success,490.921,UNSAT,20
