Name,Completed,nOrigCls,nOrigVar,real_time,user_time
4267e1ab8473d6d6e532c52f2c2ab8bf-ae_rphp062_05,Success,20419,8634,0.043,0.025
42692fdcdc23cb9e02add11e7e1fd6a2-SGI_30_70_20_60_10-log.shuffled-as.sat03-145,Success,37394,100,0.114,0.068
42772d927856e5e092710040a25731f2-bqwh.36.2.432.shuffled-as.sat03-1643,Success,11048,1746,0.09,0.059
4279643a5f8d65f0c864d7919346d211-uts-l06-ipc5-h33-unknown,Success,837166,175670,54.517,53.458
42906ebc9a5ca8a2bc13d54bb75101dd-sgp_9-4-8.shuffled-as.sat05-2673,Success,348192,47232,2.497,2.293
429f43bde1b1e5196bcb5f44316172d5-mp1-ps_5000_21250_3_0_0.8_0_1.50_8,Success,21250,5000,0.04,0.021
42a8e6f6bd74402cc376ae6ac2a31ff4-srhd-sgi-m62-q1327.5-n60-p15-s1351253,Success,1120760,3420,22.303,21.814
42b879c316e63ffcb22776b18bbb1cb1-ndist.b.24491,Success,440817,318375,2.636,2.188
42bae687b8c0f3061b135ddc21b24d7a-hwmcc10-timeframe-expansion-k45-pdtpmsgoodbakery-tseitin,Success,296401,98935,37.706,17.959
42ca0146eec5e5ae1c487d6a4c2459b0-AProVE09-06,Success,262886,77262,53.197,25.577
42d7ff70b7e93478a912ebbab48c17d1-bvsub_06991,Success,650114,517320,713.004,387.945
42e5098d8fd498a760e9336cac826604-php-050-050.shuffled-as.sat05-1168,Success,61300,2500,0.195,0.183
42ed227bc5b6e9fbb40699f87dc4d161-9symml_gr_rcs_w5.shuffled,Success,24309,1295,0.129,0.116
42efc6c698d287932a883db10d28e515-fdmus_b14_141,Success,9614,3534,2.696,1.462
4307709cf9e688c672fdb0e75d5abd0e-SGI_30_70_20_70_1-log.shuffled-as.sat03-147,Success,38308,100,0.112,0.081
430ba56a847b87445b66b9df28f14d05-20-100-lambda100-14_sat,Success,142749,20696,0.645,0.526
430cdf78dce62688bcffb74f9108f98b-rpoc_xits_12_UNKNOWN,Success,128735,1898,0.269,0.157
430ea7b80a96824380cd1d1e649cc5ea-vmpc_22.shuffled-as.sat05-1956,Success,52184,484,0.126,0.087
431aa052e2101d8018df4a2abe0ce0d4-ex051_9,Success,432419,51315,1.38,1.016
431bfb466be51ecd86b321b5cbce6d3c-mrpp_8x8#22_10,Success,63378,8918,1.414,0.763
4327fbb4622261e2fe878f6a3ccb5783-gensys-brn009.shuffled-as.sat05-2686,Success,6774,1311,0.025,0.016
432c4cb791fabc3c947edf983c389e5f-fdmus_b22_141,Success,14128,5127,5.369,2.875
4346c9ff02b3615fee0d04fb0f335160-Trivium_no_init_out350_known_last143_1_u,Success,21192,2187,0.06,0.043
4349766428c6b640585f1f4b02cbefbc-hard-20-U-10652,Success,6426320,2227802,231.346,224.18099999999998
43617e47d7f29ff77cc9917919cff6f5-6g_5color_166_100_01,Success,129333040,259475,1283.875,1158.841
43687a48fb119ca61b47c2fc69a71e7d-manthey_single-ordered-initialized-w42-b8,Success,67306,9072,0.199,0.143
4378ec2544579a23be78ce348beb65bf-mod2c-rand3bip-sat-230-2.shuffled-as.sat05-2504,Success,2484,330,0.007,0.004
437a986d6877b73ea1610f3823bea3db-post-cbmc-aes-d-r1,Success,215793,40723,3.342,2.52
43ab89a80621cd13eb8ff63018876fad-srhd-sgi-m27-q225-n25-p30-s70617701,Success,50773,671,0.239,0.213
43bb64f1967420d86619e5a6a6af569d-qg5-12.shuffled,Success,44302,1728,0.137,0.108
43d60b4cfb76b6d1292dc1457bec38e2-g2-T58.2.0,Success,5839832,1688661,132.238,125.769
43e1cc469be3087b024dc0b5f4b01d5c-5cnf_3500_3500_30f1.shuffled,Success,420,30,0.004,0.002
43e492bccfd57029b758897b17d7f04f-pb_300_09_lb_07,Success,550912,145943,9.078,5.311
43e6f6ae706e7d57a1dafc5e27505d0f-g2-T109.2.0,Success,12672584,3630175,331.602,317.73199999999997
43e9826f4a546e9da84b6bd8adaa6827-manthey_DimacsSorter_31_4,Success,12581,3903,0.055,0.041
440726d9140cd2414b7d42b3f3dbb97a-ak064paralbg2btaig,Success,407750,136298,115.357,57.302
44092fcc83a5cba81419e82cfd18602c-php-010-009.shuffled-as.sat05-1185,Success,415,90,0.004,0.001
441639a2fdfe632efe1a87df0507bc1d-uts-l06-ipc5-h30-unknown,Success,724204,139818,50.4,49.282
4419451f2df6d028a7fa86ef20717608-slp-synthesis-aes-top22,Success,166893,55875,0.84,0.688
441ea208de1be6e32e97415c9da9241b-TT7F-34-25,Success,675706,6545,5.295,4.367
44215159bd9456186b36187bf187c902-Q3inK11,Success,277200,55,0.837,0.568
443276cf6b047271b1ab40f584c49048-si2-r001-m200-09,Success,1065265,7000,11.156,9.858
443f5a9d601d71ad00f053edcd74190e-hitag2-10-60-0-0x2201a94920a2d2e-8,Success,29833,2260,0.12,0.094
44449aff160e53f973b63b5816064ab9-11pipe_k,Success,5583130,89315,1015.92,998.434
444a7bdca469920f7f8965b511d55d6d-fclqcolor-12-08-10.shuffled-as.sat05-1283,Success,8026,282,0.019,0.009
445c4da95ba97d07846283633be5384a-openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN,Success,603290,171676,77.16,41.441
44658d7ef9caf95325482516ba17d058-QG6-dead-dnd001.sat05-2742.reshuffled-07,Success,7640,1558,0.029,0.017
447a4317bafeaa2f4a3eeb1516ff45a6-jgiraldezlevy.2200.9086.08.40.83,Success,9086,2200,0.018,0.011
4483f9654fdf809f93ded32e47cea3d3-driverlog4_ks99i.shuffled-as.sat05-4021,Success,16345,920,0.307,0.247
448bc3366a8793b08e67bc5b816eafe8-pb_300_05_lb_11,Success,511678,137600,7.467,4.672
448d8ea47bcbb93c53f0d47f9a0f1535-s61-100,Success,132,61,0.003,0.001
44998859b0ad3659438a3fdb7ca07014-dated-5-11-s,Success,350417,109073,3.164,2.408
44ab80d376f78495483e45bb8088c3ae-fphp-010-008.shuffled-as.sat05-1213,Success,650,80,0.004,0.003
44b249f51321a2bf38f730534b781bec-c880_gr_rcs_w7.shuffled,Success,61745,4592,0.386,0.348
44cf070b508c46a678590f7d668b6777-coll400_16bit,Success,761098,286329,19.78,11.266
44d073f9595fd351bdd3062168459b05-gus-md5-04,Success,223351,68679,1.797,1.238
44d26224b45f823373ba04b5e289b32e-Composite-096BitPrimes-0.sat05-507.reshuffled-07,Success,180486,18623,0.822,0.655
44f9463b7fb3a23027aa4520f3bafe61-mp1-squ_ali_s10x10_c39_sinx_SAT,Success,7383,2479,0.031,0.023
44fd38bd0c5fc7336be468161dee4eda-post-cbmc-aes-ee-r3-noholes,Success,1820245,498723,24.812,22.973
45017ca92c271baa1b2d0fcf463d7350-mrpp_4x4#10_16,Success,20478,3600,0.792,0.411
4501f9a0e9fab5d5cff7133022b1f780-50bits_11.dimacs,Success,19244,836,0.059,0.041
450639bc46c0c4e79d024376063f274a-gripper12u.used-as.sat04-424,Success,27048,3352,0.11,0.093
4513c58c16e72a34f9f8518db7baeb9e-ktf_TF-3.tf_3_0.02_24,Success,104378,24280,0.379,0.279
4517202fdd0ccc8a97d83684b021ea96-VanDerWaerden_2-3-14_186,Success,9795,186,0.02,0.013
452e25912539651a054def8e32cd4888-bart12.shuffled,Success,820,180,0.005,0.004
4533388344869b71c3305577ac3c299a-rand_net70-30-10.shuffled,Success,12461,4200,0.614,0.341
453e2197c9226f8c99b3a740c7711723-crafted_n12_d6_c3_num18,Success,8569908,42048,1013.673,1000.919
4546fab27cba3b7f81f04a27804007f1-total-5-13-u,Success,576590,178708,5.146,4.028
4551a037736601334dd93e686792831e-mp1-ps_5000_21250_3_0_0.6_0_1.50_4,Success,21250,5000,0.04,0.02
4551c996fc6f5fbe62b43076abb25077-knight_18,Success,1297025,126152,8.578,6.069
4554ae1c42bcc6af4f6ffa463f1bf4b6-c7nidw_i,Success,389863,131652,55.795,28.795
456018759ee87be4d345e9987ebcd73b-hwb-n32-02-S1478512323.shuffled-as.sat05-498,Success,1078,226,0.005,0.002
4572f8d9b7f4f152b5d4147ec3f40303-g2-modgen-n200-m90860q08c40-6967,Success,9086,2200,0.019,0.011
45742d067cc851edc1201d8a02586eac-mchess_20,Success,2552,760,0.166,0.082
4584de77fc93960884298f76df7a3299-frb56-25-2.used-as.sat04-890,Success,114668,1400,0.82,0.759
45a09efb026036ff4b8d19024a7563a9-fermat-931960058139995587,Success,69473,12257,0.245,0.155
45a61c9b31668afc18cb4d0dbc8709ba-srhd-sgi-m47-q742.5-n45-p30-s17570390,Success,405748,2088,4.865,4.71
45aeebbb5742ff1cd68df5b3768db763-battleship-18-35-sat,Success,5679,630,0.016,0.013
45c29ed9f56511fb8800e91fca228740-a_rphp085_04,Success,16983,722,0.037,0.025
45df257c9ad124bd3d590f221884c255-connm-ue-csp-sat-n800-d0.02-s1147901776.shuffled-as.sat05-541,Success,9893,788,0.019,0.011
45f88cbc05e016365482b88a01a803c1-SGI_30_70_20_70_5-dir.shuffled-as.sat03-148,Success,46364,600,0.261,0.244
45fc926d5647441fba9ee5553bf80bc8-sgen1-sat-180-100.cnf.mis-143.debugged,Success,51517,25777,0.203,0.148
46025a4cb2f14712cd9405d847d07f60-partial-10-13-s,Success,825525,234673,23.42,14.253
4622ccd57b5cfc2f13810e1e01bfbdb9-smtlib-qfbv-aigs-bin_eventlogadm_vc352372-tseitin,Success,972270,345988,364.107,175.911
46241e4c98a8e31c6ee35d5223edc576-mp1-klieber2017s-2000-023-eq,Success,30503,10193,11.933,5.884
462664d89a909e25001e8861f3310210-20-100-frag12-14_sat,Success,327320,35508,1.851,1.536
462b3a8b23baa97668ddb920a749a06e-40bits_10.dimacs,Success,12980,446,0.041,0.03
465795fa2641c616ce76de8501672a19-VanDerWaerden_pd_2-3-27_663,Success,58170,332,0.144,0.087
4666906deb05406c0ecc18de81673d76-EDP3-70000,Success,5425469,708290,13.836,9.154
467a9b8f9c802ca7e77743832325b268-transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.030-NOTKNOWN,Success,4784660,1134832,1256.163,739.585
468c32ec8eb910bd06121e790331f36a-jgiraldezlevy.2200.9086.08.40.109,Success,9086,2200,0.021,0.01
4690253f6a70aef95039e56b4cad156e-hgen3-v500-s1349121860.sat05-473.reshuffled-07,Success,1750,500,0.006,0.002
469aff5a43a9257e35f9c6742222d75d-shift1add.19970,Success,619048,439331,1002.542,451.533
46ba1a068afea0abc4ce80670841ef18-Urquhart-s4-b9.shuffled,Success,618,75,0.005,0.001
46bc58ad47aaddd182b078bcd2c4f06d-006-23-96,Success,75673,4288,0.194,0.132
46d997b3611659598a5b5dc00d3758c8-battleship-10-18-sat,Success,910,180,0.005,0.003
46ff8c74592f5ac9a6ab36f82ec02bc0-fixedbandwidth-eq-42_shuffled,Success,685,169,0.004,0.001
470c1d856a9d02d3944f8e745bcfd133-gensys-icl007.shuffled-as.sat05-2719,Success,7518,1454,0.027,0.019
471ade6f5ca7ddba267cf83a6cb6cfea-g2-T155.1.0,Success,9433555,2610401,335.83299999999997,325.73
47289fd0fdb45050c22258ddb35d65d4-fphp-060-060.shuffled-as.sat05-1211,Success,212460,3600,1.044,1.018
474e9594ec7885cb1bebf66073eb2de2-fsf-300-354-2-2-3-2.35.opt,Success,8496,3486,0.019,0.009
47520f6d68cc6528f698f9984e533913-manthey_single-ordered-initialized-w14-b7,Success,6587,1225,0.022,0.014
4757eea090ae6aa5f7187fa62a5c4c86-hard-6-U-7061,Success,1001165,370048,89.434,44.865
476517518916e4a97730e9c52d3b4be1-gensys-brn005.shuffled-as.sat05-2749,Success,13328,392,0.038,0.028
47655cd4c6198c47a271a0e31a93b27d-rand_net50-30-10.shuffled,Success,8901,3000,0.355,0.185
47710c9d33ea0a698b8d981387804190-ak128modasbg2asisc,Success,942980,293123,1006.663,468.127
47752d6f7fca7e1caae7aa0d0138c067-pb_300_06_lb_02,Success,535797,145487,8.788,5.834
4777e305e53a46a97e784abae072c204-mrpp_4x4#4_5,Success,3944,963,0.406,0.202
478d5f1abd3cfec18bca8be7f7afbb1b-gensys-icl004.shuffled-as.sat05-2716,Success,7656,1605,0.028,0.017
479305b3366e3c7eed8a733a58c056c2-10142772393204023nw.shuffled-as.sat03-1663,Success,33875,8589,0.065,0.039
47b0183f5510581397b51b1f5f3216ee-bf1355-666,Success,6991,2297,0.032,0.021
47c04ee3a0d07cbbc272f4af73c9ef3c-e2_2.c.smt2-cvc4,Success,39060,8443,0.574,0.308
47caeb0eaeacce1cf01262a9c685ffb4-iso-icl002.shuffled-as.sat05-3236,Success,3813,741,0.013,0.011
47d5fcf3f43ce1f6e6557fa852c1d265-frb75-13-1.used-as.sat04-877,Success,34275,975,0.17,0.147
47e3b78c2157b685e23b53915a1b33b5-ca002.shuffled,Success,65,26,0.042,0.025
47e5eb7b21d807b8699d4f0f9b55c103-gt-040.shuffled-as.sat05-1309,Success,60100,1600,0.13,0.076
47e6da5bf3bccc600aa4b29e9e65bfaf-q_query_3_l39_lambda,Success,122059,27735,0.541,0.398
47f41d044822c0f60d0aec1e5624b154-ibm-2004-01-k90,Success,266938,64699,6.915,4.3
47f80d10f6f498880bc9c968c0f20ac7-LABS_n082_goal007,Success,619927,293242,43.914,21.834
4801c06fbc3a4d6fbaf347b80b3b961a-s97-100,Success,204,97,0.003,0.002
48108995c886d103feda7b3ce8d790b3-hwmcc10-timeframe-expansion-k50-nusmvreactorp4-tseitin,Success,158527,56536,4.811,2.553
48190eebf1a75ee51a6752714dc66473-clqcolor-14-08-09.shuffled-as.sat05-1252,Success,7807,329,0.016,0.012
481f4db8cc0d7912edf6fa545046068b-iso-ukn009.shuffled-as.sat05-3390,Success,5751,2467,0.02,0.016
4821cc12924eb709b74a8986937ede9e-em_7_3_6_exp,Success,22887,1473,0.054,0.041
482295be38dc1d63a16f3cf649ef7ef6-myciel6-cn.used-as.sat04-319,Success,9393,2550,0.025,0.015
482bb6ba5fa5d4ea00b38e33510d43c2-depots2_v01a.renamed-as.sat05-3948,Success,3586,290,0.118,0.068
48392b808e8c0cd2a01ec1d2c6fad5dc-f9bidw,Success,1872952,628179,152.846,150.453
483e67e61c27723eec3cfa3dbe4f07c3-mrpp_4x4#8_8,Success,9131,1744,0.615,0.275
484c4480db0cfadd4d70dfddf3f34f67-MD5-32-4,Success,73369,9528,0.328,0.163
48536cf83e806cb66dacd3c4b99952fb-safe-30-h30-sat,Success,453084,135786,5.028,4.629
486b7de8a868abc7f30ae4fe9895cefc-SAT_dat.k65,Success,3308914,1049961,61.444,58.261
487ac9b1a77b8902fbd5a943130dd926-bart13.shuffled,Success,759,176,0.005,0.003
4880fd0e43666e9b5f45741a8483efaa-gensys-brn001.shuffled-as.sat05-3934,Success,15477,2401,0.052,0.037
48a4c66f04afe54063562e304024eb0f-pals_floodmax.5_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c,Success,298487,44556,26.424,26.049
48b7bbf2520ca7652296cc19959ed529-ak064diagodiagoisc,Success,209025,64513,312.996,147.782
48bf4effeca3239363f54262ca2a6306-iso-icl005.shuffled-as.sat05-2730,Success,6166,1990,0.024,0.015
48c107449bf0a33b9b61fd258446069d-jkkk-random-132906006204477-10-10-35-OR-sat,Success,192178,41391,1.294,0.824
48c10853589afbbd3c7d09ef0157559a-instance_n8_i8_pp_ci_ce,Success,257551,21640,8.085,3.888
48c1ff212523db1e8232d73adffe3431-mp1-ps_5000_21250_3_0_0.6_0_1.50_8,Success,21250,5000,0.039,0.019
48cc1c3bde47c2e5d8c3eca17e9e25ee-hcp_d14_14,Success,70102,41961,0.152,0.085
48d079d491164cf1ceeb1859f9aa3c2c-QG6-gensys-icl009.sat05-2721.reshuffled-07,Success,7572,1477,0.026,0.014
48e8a2cd93239c4fdc22496ca6e95cfd-rbcl_xits_14_SAT,Success,148488,2220,0.319,0.183
48eadf7f72185cdeff63995004f25eb1-eqbparrc18spwtrc18,Success,21469,7193,13.488,6.085
48fba50f6130deb7acf799397d83e4f1-c7552-s.shuffled,Success,20704,7767,7.164,3.687
4928fcd2037af940ef3bbeb9fad2754d-shift1add.25952,Success,804490,570935,1003.702,916.517
493c5c89da9da639a1c05632dbe8b7c9-rbsat-v1150c84314gyes5,Success,84314,1150,0.445,0.405
4949bd3c227f6766caa26fcb903d4265-ibm-2004-19-k90,Success,864224,227897,17.115,10.15
4952c47a470a1db9b26db323a6dcb7a6-slp-synthesis-aes-bottom18-sc2011,Success,114186,36410,0.619,0.519
49538efad8a86131663aff9cd8e6d891-ndist.b.26487,Success,476745,344323,2.936,2.445
495d20a2d153456779ef89a0225353ff-snw_13_8_CCSpreOptEncpre,Success,882214,47537,11.807,10.892
497740800307a81fbbf22b2911535472-avg-checker-4-23.shuffled,Success,15112,648,0.045,0.032
497dc211b04000440bdd949eaf606630-6s139,Success,1464736,508510,445.405,440.951
498aa1bd31540416e1d179c02316e14e-pb_200_05_lb_00,Success,243012,72356,4.79,2.824
49ab7e33faba06f3b98c777d17d78ae4-manthey_single-ordered-initialized-w40-b10,Success,79510,10800,0.26,0.193
49b23fbd7e11d5cd53a5c6813b4c0624-g2-mizh-md5-47-5,Success,233843,65604,21.568,10.89
49b2db2443643a01e2a06595b173cbe8-connm-ue-csp-sat-n1200-d0.00-s1875077647.shuffled-as.sat05-530,Success,14506,1192,0.028,0.016
49b9e423d2eb5e2c8999707c0a6f6195-mp1-9_31,Success,15750,1458,0.041,0.029
49c45ca238617a9d02a31df7d38f978a-pyhala-braun-unsat-30-4-01.shuffled,Success,17406,5428,1.214,0.601
49c45e5d3851a6c13bed134beeea27dd-iso-ukn006.shuffled-as.sat05-3387,Success,4188,1906,0.016,0.008
49e53911166b97859361347238a2517e-maxxor032-sc2011,Success,39099,13240,2.848,1.387
49e7042eee2db132ae48b7b3d6ccbb45-SAT_dat.k65,Success,43984,17347,0.453,0.258
49ed057e8214d3687dc69741bd7bd589-ax-d-4-7-5,Success,115843,19610,0.508,0.402
49f4b5d61b27f71400b89c2693926fcd-fixedbandwidth-eq-39_shuffled,Success,638,157,0.004,0.001
49f527a4f7e4fe295aa756c1fefb9d45-a_rphp065_04,Success,10063,552,0.023,0.015
49f57cd532c3d9067fe030440b80926e-rook-50-0-0,Success,502192,129897,1.067,0.72
4a00f482957850eed1b7ac2ec53d43ea-dislog_a12_x12_n22,Success,84459,18514,0.214,0.137
4a06483dc891f16c60ee8095e982b455-g2-hwmcc15deep-6s516r-k17,Success,135421,47761,35.586,16.896
4a0a14efaba970fefe9bf4f5aaba0d7b-tseitingrid6x185_shuffled,Success,8880,2220,0.021,0.011
4a0ce843274c26e9f7d0474d7b5d53b6-q_query_3_l37_lambda,Success,114463,26241,0.462,0.31
4a11c696d6174ab3660e4abaa44ee432-partial-5-19-u-sc2007,Success,1011393,262368,35.102,20.541
4a1e27665db6b1968c0ccbeae30ab8c4-E10N10,Success,6538,1610,0.027,0.017
4a208e84509d3715094eed49ff3b5ec3-modgen-n200-m90860q08c40-12992,Success,9086,2200,0.019,0.008
4a27ec0da2071786d8528b4ed5b1108d-sted1_0x1e3-100,Success,163700,10911,0.387,0.25
4a33154db7511785db10526b6a85c088-pmg-13-UNSAT.sat05-3941.reshuffled-07,Success,1362,409,0.005,0
4a3bee9d892a695c3d63191f4d1fbdff-tseitingrid7x185_shuffled,Success,10360,2590,0.023,0.012
4a423d08d748970f1d6b965a8f4c7a61-barman-pfile09-036.sas.cr.33,Success,7546894,146098,70.357,62.861
4a52b64c8e51d22844c1b40a140225fa-ca008.shuffled,Success,365,130,0.451,0.19
4a584f1baae6b5e5d44b12ca69905def-atco_enc3_opt2_18_44,Success,4326848,1322728,21.562,17.496
4a6268945652964c9b86b7c15425c0fe-spg_330_400,Success,3653392,724352,999.677,543.985
4a6455401efd03c7b6df67be7cccf13f-g2-gss-26-s100,Success,95654,31942,16.594,8.849
4a669e0b7acaad9901925292aa5aeccd-143.smt2,Success,1172520,370946,563.896,267.056
4a6798e1b043f81b71db5734e0a128a3-7-4-7,Success,515157,25446,1.818,1.38
4a6a4f1f6c0d5adc639e823d1516ace5-at-least-two-traffic_f_unknown,Success,1659483,99960,7.65,6.187
4a7787d8a9e416c9a9b66b3230834b1e-IBM_FV_2004_rule_batch_26_SAT_dat.k95,Success,2374366,469211,1073.626,531.399
4a78767c3a867d3b1b8381edb4f650ea-SGI_30_60_23_50_8-log.shuffled-as.sat03-117,Success,45796,115,0.139,0.095
4a78e8278caab52d8a1edef308f1ef56-atco_enc1_opt2_10_12,Success,136948,9495,0.624,0.477
4a803244add25e6863bbd7b377099ea5-atco_enc2_opt1_10_21,Success,228317,44854,1.101,0.905
4a94b67c9c3740f8d8ea0abe26f15c28-manthey_single-ordered-initialized-w44-b6,Success,52658,7128,0.152,0.101
4aa209b41f66d076905c3847272790a5-fclqcolor-30-20-26.shuffled-as.sat05-1288,Success,318266,1815,0.594,0.351
4ab0b18400b3cab22e3d6a3bb1114bf8-MD5-30-5,Success,67838,8905,0.298,0.154
4ab31f42fda8f9e38e546fc3a6ed3341-slp-synthesis-aes-bottom14,Success,71476,22886,0.282,0.21
4ac2811b369622170cb9b3a930b4854a-sokoban-p19.sas.cr.23,Success,137973,33312,0.706,0.628
4adc1e755caaabac57763acbabbc628d-urqh3x3.shuffled-as.sat03-1476,Success,480,49,0.004,0.001
4adf361ed46d2be3a0a325600977ca7b-safe027_pso.opt_true-unreach-call.i-cbmc-u2,Success,382196,74047,35.291,18.145
4ae5b73aaa93bfd905218106eb4ca28a-hcp_d24_24,Success,285994,344469,0.617,0.383
4ae9c039aac4244fe13136c2add78ad2-connm-ue-csp-sat-n800-d0.00-s547693512.shuffled-as.sat05-525,Success,9457,772,0.02,0.011
4aeee81c2551fd545429c7f01855d623-fsf-300-354-2-2-3-2.63.opt,Success,8496,3486,0.019,0.009
4afd946cbaa6f41aa61dda47347dc973-170222843,Success,1127,322,0.005,0.002
4afe58f1411a91caffdaf28eb24db279-g2-ak128modbtbg1asaig,Success,1276688,426328,169.518,167.439
4b082506d1c282cb539fa3ee652d2e69-LABS_n091_goal009,Success,870103,366720,148.172,71.789
4b09c4fb82b0ae819b7f3766d9b7dcf1-aes_64_4_keyfind_1,Success,9504,1808,0.029,0.019
4b0afcc5aedad542ee87820713ed3157-battleship-15-15-unsat,Success,1800,225,0.007,0.003
4b1777da9c1a70b4b9c1b472cbeb952a-transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.050-SAT,Success,7479167,1575206,1352.13,821.635
4b2d287cb337d808ec08465c79db5606-gensys-ukn003.shuffled-as.sat05-2726,Success,8714,2123,0.033,0.022
4b36348f21d1d290bfee9c9fd6214552-Urquhart-s3-b7.shuffled,Success,342,42,0.005,0.001
4b3bfeb960a3addc0214bfd89deaa519-qg6-12.shuffled,Success,43873,1728,0.15,0.122
4b3c7fb5a7b24f2680395176380ec8e3-itox_vc909,Success,318902,112287,15.042,8.114
4b52babff4fc7a1682ba5b2ce089e689-SGI_30_70_26_60_1-dir.shuffled-as.sat03-167,Success,65612,780,0.52,0.494
4b537d3c18082eb884bf9429b8146214-gaussian.c.75.smt2-cvc4,Success,8561035,1987158,458.048,443.007
4b65652b89a4cf69d9aaeba0aff08ffe-at-least-two-aaai10-planning-ipc5-pathways-17-step20,Success,754065,150831,4.281,3.486
4b78dc14602dd1521494c985634ff702-VanDerWaerden_2-3-20_389,Success,41426,389,0.081,0.05
4b803fb384091b68879eea87c93159d4-satcoin-genesis-SAT-3,Success,647030,134775,8.443,4.375
4b8478b3e482d8bfd41f56a8bba9ba81-clqcolor-16-10-11.shuffled-as.sat05-1253,Success,15307,456,0.031,0.013
4ba2c1aa580b6497df6baf5e7e2c87be-at-least-two-vmpc_28,Success,219297,2352,0.495,0.333
4bd4352faccec2f413b32098b444de5f-c8nidw_s,Success,762082,256385,118.407,65.465
4bed9fdbef6375a8c390006131d4e29c-sum_of_3_cubes_51_bits_80,Success,190422,46184,0.802,0.635
4c045961d27afb9fda0ea6b8890faf3e-mp1-Nb5T06,Success,9000,2139,0.029,0.019
4c0a07b097b2aeb19a69229fc59c5c57-easier-fphp-035-029.sat05-1221.reshuffled-07,Success,31500,1015,0.097,0.087
4c126fffd8b783084d25a9a71129ffcd-g2-hwmcc15deep-6s341r-k19,Success,1210071,407917,295.347,160.911
4c19bb1819c247901ce670322357239c-avg_true-unreach-call.i,Success,254307,73998,1.062,0.757
4c23451c5bd6f6cb0281c1c12b2fa042-iso-brn006.shuffled-as.sat05-2931,Success,3424,1283,0.012,0.007
4c29bdee73acf1a9dee934107214e2e9-knight_20,Success,2004246,189446,16.625,10.894
4c3001f8073986116d98084dde70da05-fsf-300-354-2-2-3-2.9.opt,Success,8496,3486,0.02,0.008
4c33ad406ac0cadae0198d62017e8ba7-q_query_3_L70_coli.sat,Success,827186,218792,20.127,10.784
4c42377dc3f15465757cb69fb69ca404-sgen4-sat-250-8,Success,600,250,0.004,0.001
4c5d4cce5ac439c0540b76bbf3e9b44c-blocks-blocks-36-0.130-NOTKNOWN,Success,6653645,530375,101.226,96.843
4c6e57f5552d546278e192b6e332635a-SE_PR_WS_500_16_70_10.apx_0,Success,11001,1500,0.054,0.04
4c7889a2a63b371ed702b279d0edc5f2-manthey_single-ordered-initialized-w54-b9,Success,126603,16281,0.378,0.277
4c7c4853d09e2ec4bc7373311bd45f57-pbl-00250.shuffled-as.sat05-1320.shuffled-as.sat05-1320,Success,32697,864,0.089,0.054
4c7e09f077026b9ee3900bfed6825fbb-Ptn-7824-b19,Success,13621,3687,0.077,0.04
4c89e8704c4970eaa101e160cc0710dc-vda_gr_rcs_w8.shuffled,Success,116522,5776,0.757,0.695
4c9b7b964c5b2b540ee5e09b3a5f3c8e-mp1-tri_ali_s11_c35_sinz_UNS,Success,2481,1151,0.012,0.006
4c9c02f80d49a2cb914230a01f4b433a-VanDerWaerden_pd_2-3-21_406,Success,22241,203,0.057,0.025
4ca24eacb14a3f2b898e900f3b1b6862-dp04u03.shuffled,Success,1991,825,0.465,0.357
4cbb2f9e2f4572c5a3dc93f7545bc4fb-php-012-010.shuffled-as.sat05-1172,Success,672,120,0.004,0.002
4cc8e55799ecda9e666a4c767fb290d8-cvs_vc81760,Success,13591,4656,1.398,0.691
4cd5a0c02ec0f5dd07e5f73a53c72092-apn-sbox6-cut5-helpbox30,Success,374172,74976,1.291,0.979
4cd60c4e03c91c83431875b7a351dd19-cms-scheel-md4-families-r24-c6-p2-4-9-16-17-19,Success,90875,29691,0.926,0.532
4cd648e90a68f7a84abcf62d2bbef6a8-fsf-300-354-2-2-3-2.44.opt,Success,8496,3486,0.017,0.011
4cdf2909e347f2d72f7440834be5b55a-Q3inK10,Success,75600,45,0.231,0.157
4cf086b73f9e600cc867f69c09e046b5-sgen1-unsat-127-100.cnf.mis-96.debugged,Success,24519,12417,0.096,0.074
4d0ae0b3f567394a2ff24434f656d15e-shuffling-2-s1241010979-of-bench-sat04-429.used-as.sat04-706,Success,2665180,850398,59.136,44.531
4d2f74ef97b6d40ebd71f85dcb75c543-tseitingrid7x160_shuffled-sc2016,Success,8960,2240,0.02,0.011
4d4754ccdbffff8d31d262d12927e522-6s9,Success,98110,33563,40.594,20.273
4d55dd6f81546cf5f6a2b839cc81d8be-SGI_30_80_20_90_10-dir.shuffled-as.sat03-195,Success,42386,600,0.3,0.273
4d73378fc379c9ec86211c3ddcd31ea0-hanoi6.shuffled-as.sat03-1526,Success,33753,4968,0.101,0.086
4d81eed6d273a46023586600ce0f0c0c-tseitingrid4x200_shuffled,Success,6400,1600,0.016,0.007
4d992ccaed48ca615a3db0437ee3c875-6s131-opt,Success,144223,49325,63.844,31.943
