Name,Completed,nOrigCls,nOrigVar,real_time,user_time
d1a62a8688c6c4fabd0dec3770ce40dd-qwh.40.560.shuffled-as.sat03-1654,Success,26345,3100,0.121,0.113
d1c947f1d47e2dbdcff871768391c0c8-SAT_instance_N=63,Success,103343,32000,129.022,60.344
d1f4348ad66cae01386777daae51c024-eqspctbk14spwtcl14,Success,14011,4699,9.096,4.4
d20d2fcf32d26bda0da4b3a40fc9ead3-partial-10-17-s,Success,1125031,298900,30.38,18.389
d21b66364fecc9fc7aabbbb981274612-HCP-526-105,Success,261026,34190,0.657,0.46
d221fec411c76011f99818b1c37fdf9a-sted1_0x1e3-300,Success,190080,10911,0.458,0.292
d226f9d823d22554cb7798d830e9a538-x1_72.shuffled-as.sat03-1595.cnf.mis-141.debugged,Success,60144,30247,0.249,0.191
d23bf408255166c66f8e54a735cd095a-crafted_n11_d6_c3_num24,Success,7010872,36208,869.4110000000001,857.831
d23f5610f3ebade3aa6f67d49dc67716-lksat-n2200-m7524-k3-l4-s1174222436.used-as.sat04-918,Success,7524,2200,0.017,0.009
d24557264a657cb38798d3cd9f03d357-g2-hwmcc15deep-6s366r-k72,Success,583514,198696,24.754,14.575
d24c4be23d0c9627849bbc646aa8909d-rbcl_xits_18_SAT,Success,218530,2888,0.473,0.297
d24e98d3e8f9ce352e81ffc56962eeba-driverlog1_v01i.shuffled-as.sat05-4027,Success,493,128,0.136,0.054
d2528d707d36e76d0230ed6918c97345-sted5_0x1e3-120,Success,21788,1841,0.056,0.039
d25b135838aaa1f8e4fdb8d3a7bd9006-170154931,Success,1123,321,0.005,0.002
d2618635332cb3c2b4b7815220181869-apex7_gr_rcs_w5.shuffled,Success,11695,1500,0.066,0.057
d27347fd74e2e77f1cb5bc43be762a9a-tph19,Success,173680,741,0.287,0.155
d27c2011e47a5da3496ee4ae881cf7d3-sha1r17m149ABCD,Success,12791,3838,0.038,0.021
d27df1b73355fcbb42c4c13cc78686a8-total-10-11-s,Success,626885,193399,5.391,4.191
d28981444ef65f40d521d743831ccb31-sortnet-8-ipc5-h19-sat,Success,1254005,361125,57.413,55.832
d29e0ba0b7cdb0e41f45143d3b914bae-phnf-size10-exclusive-myciel6-tr.used-as.sat04-320.shuffled-as.sat05-4200,Success,42061,1869,0.231,0.203
d2aad99b79dc5cc4bc77e06c53958a10-SGI_30_80_23_80_3-log.shuffled-as.sat03-200,Success,44946,115,0.138,0.093
d2ac39de7a7d1c322a0624e14db31cc5-post-cbmc-aes-ele-noholes,Success,1030503,270963,13.507,12.481
d2b395be97d8ef720dee0f5c8a191d8f-atco_enc1_opt1_10_21,Success,259622,46993,1.296,1.107
d2b4a9ea1313121cf1c9c7f420028aea-fclqcolor-08-06-06.shuffled-as.sat05-1265,Success,1430,124,0.005,0.003
d2b6ef06580fd0959208a886f6f0a3bc-bjrb07amba10andenv,Success,588607,196289,48.268,46.736
d2bcc67c294857907be3fc614bdfe9c6-bob12m02,Success,78019,26328,86.227,41.461
d2bf713ae5d5e4b243fc8ea8d8e5cf4b-ecarev-110-4099-22-30-2,Success,725018,127069,1.354,0.79
d2d00c7ad119888c2ee5949300467e0e-AProVE11-11,Success,321254,96526,109.83,58.4
d2e4cb41473d1c08df5d0d1c2fd67423-connm-ue-csp-sat-n1200-d0.04-s736572600.sat05-546.reshuffled-07,Success,14303,1148,0.027,0.013
d2e92ad424f2bdf1115e3edbeb1630b1-g2-hwmcc15deep-6s44-k38,Success,707931,242811,268.084,143.335
d2ec1de194269f98dff6608ff097d031-vlsat2_111_1186,Success,1185117,11130,13.707,13.117
d2f3da5df6f004d0128d3008f2f3cdf6-fphp-045-044.shuffled-as.sat05-1237,Success,86175,1980,0.304,0.285
d300afa4964372ff13bdb23f5d938bd0-w10_70.shuffled,Success,103382,32745,1.516,0.95
d328c11941d27fcabc1688663bdc64ea-erin2_0x1e3-216,Success,22779,5031,0.058,0.037
d32d87afa368dcdcc2dfef18573e39f4-E02F17,Success,67023,6664,0.294,0.237
d3417314c36fa797e3e4a1949fbadf83-e_rphp055_04,Success,9782,5158,0.02,0.01
d359f1f55a5a9d54a4e4a516a06b621c-LABS_n073_goal006,Success,409612,204787,2.479,1.977
d35caf50ac810de6ae2693995894a629-battleship-8-15-sat,Success,484,120,0.003,0.002
d36a3588adea5b97fa1cdd2ecb35c055-abw-K-dwt__234.mtx-w55,Success,159887,57681,0.781,0.641
d3820e4e93b3012da5acfda30ca9fda0-aaai10-planning-ipc5-TPP-30-step11,Success,2919014,314455,194.838,190.847
d386c7e9c36009d0666f53916e8d20d7-AProVE11-15,Success,227454,66715,52.925,28.846
d3893e43819a907055a84e48a6ee97ba-g2-ak128boothbg2msaig,Success,1715261,572519,36.153,34.278
d39f5c2474124910a607eb378b9f0bc3-ssp-0.497665446947731,Success,214490,50093,0.67,0.504
d3a1b763497b09902fd0a3c6afadae63-TT7F-33-25,Success,430632,5984,3.402,2.791
d3b20f54794720fa87a76702af8f75fb-CNP-5-400,Success,196498,26085,1.035,0.921
d3ba0e84cf018fc9caa78a76ad58375b-hcp_CP26_26,Success,1677192,505648,10.622,9.399
d3bf5d39746a7742674e50876649138f-gss-19-s100,Success,94064,31435,15.826,8.351
d3ff22cb0d9a3eb09de6d2a0a52cf6ae-g2-T124.2.1,Success,10333765,2943418,203.687,193.269
d412809f71b81b46d60d35dc8fac9134-SGI_30_60_29_30_6-dir.shuffled-as.sat03-130,Success,69964,870,0.497,0.466
d417045655e0f3d0fe8b69b9baed5dc9-mod2c-rand3bip-sat-160-1.shuffled-as.sat05-2398,Success,1640,228,0.008,0.002
d421913def55cb5f7302ffe9918cc153-snw_16_8_preOpt_pre,Success,2435854,60746,59.609,57.298
d429ab8e6c9397b5072fe4c5be8b94be-frb65-12-1.used-as.sat04-873,Success,24731,780,0.131,0.115
d440df5704cde1da1c99f2d5e01568b6-php-050-049.shuffled-as.sat05-1196,Success,60075,2450,0.222,0.205
d447374ab066d782661638ee4bec8a6d-20180322_164226661_p_cnf_320_1120,Success,1120,320,0.006,0.001
d44d7450ee0373c5c19637dad7840055-apn-sbox6-cut3-helpbox23,Success,540272,199968,5.215,4.709
d461afb12ff47b61b1d4553ffeee2c0c-rand_net40-30-5.shuffled,Success,7121,2400,0.32,0.183
d464cb004c09aa6cb6adbff77fb8b97c-hcp_d20_20,Success,173796,168019,0.375,0.226
d489e4de57680945d6c212fc5a4c5436-marg6x6.shuffled-as.sat03-1456,Success,800,156,0.004,0.001
d4a914e3e257179e39ec493a7d7b1140-ktf_TF-4.tf_4_0.06_52,Success,93657,24064,0.337,0.252
d4acb8ca0d73ed82d6ff7f11fcccfa0c-unsat-set-a-clqcolor-12-07-08.sat05-1251.reshuffled-07,Success,4514,246,0.01,0.008
d4aff3187af7b675b2bd168e9f644f77-urquhart4_25.shuffled,Success,768,288,0.004,0.001
d4c69b4ab7d0091d133e834f99c14f62-phnf-size10-exclusive-myciel6-cn.used-as.sat04-319.shuffled-as.sat05-4201,Success,1112504,12558,26.819,25.585
d4d2f27d791731f2c90da10e7b5797d9-rbsat-v760c43649gyes5,Success,43649,760,0.222,0.199
d4e09d84806044e2e154ccad2531de60-crafted_n12_d6_c4_num22,Success,15834204,56064,1028.922,1007.389
d4e5e0a5b7a6d2bd19afbea61ffb85b8-mp1-9_1,Success,14570,1458,0.04,0.029
d4e874b4813060e8c55013e8255af0a2-grid-pbl-0250.shuffled-as.sat05-1349.shuffled-as.sat05-1349,Success,124750,62750,0.251,0.142
d4f6885d5720144ec27967ef560ea951-rand_net50-30-1.shuffled,Success,8901,3000,0.427,0.215
d4fc0e4e250a5c0609a54511ce6a4185-manthey_single-ordered-initialized-w42-b9,Success,77271,10395,0.226,0.166
d51594ca1acfffde2632017335900b50-LABS_n066_goal005-sc2013,Success,304776,152376,2.611,2.077
d515fc7cfddd658a0fd3416d811b49f5-satsgi-n22himBHm24-p0-q195,Success,11638,528,0.029,0.024
d5262ba0b0d305cdf92ca06d05a6c016-pbl-00080.shuffled-as.sat05-1315.shuffled-as.sat05-1315,Success,11601,288,0.034,0.022
d5325d628ea6ed001c5a99971b58deae-uum32.smt2,Success,85289,32218,34.764,16.825
d5396ed5700f6ebc35823d6eff5704ae-iso-brn002.shuffled-as.sat05-3502,Success,4172,1010,0.016,0.012
d5453d6d31f33a310ce34ee4bcfcbe50-prime_a24_b24,Success,36240,8789,0.097,0.069
d54a49df382789564a5295bc96791731-Cake_9_19,Success,73468,18161,2.726,1.504
d54fa49729f8fcbc6249a28f47f5e290-iso-ukn002.shuffled-as.sat05-3383,Success,5268,1441,0.019,0.012
d55033d9dc6c92861ae6b099870322d3-dislog_a13_x13_n23,Success,77035,16613,1.14,0.575
d570bbe4e59e242a18260d9e2f616496-quadratic_tight_error.c,Success,427470,92762,3.69,2.34
d57782168dd3b2a89a41180801d55d2d-sokoban-p18.sas.cr.29,Success,184907,45360,0.949,0.856
d58b7011586b7aab745f6def9ca31820-minor064,Success,42537,14578,5.869,4.394
d5acef3b0cd1c45392ff7e5ff1225143-rbsat-v1150c84314gyes4,Success,84314,1150,0.566,0.519
d5c2475db530c5097804117fb1c5b211-ibm-2002-21r-k95,Success,745031,191522,16.555,10.278
d5c3f65d9ad61405b5962f86dcaf338f-rbsat-v2400c266431gyes1,Success,266431,2400,1.964,1.833
d5c7e4f652eb3f83023299856487ec0c-iso-brn004.shuffled-as.sat05-2929,Success,3651,1017,0.013,0.01
d5d2c97e5135a7468d11a6e1aca5121c-vlsat2_39552_5878762.dimacs,Success,5787526,39552,214.47899999999998,210.414
d5d56ebc19ffe2b045ab70c1b58a62d9-hgen8-n320-01-S1432474240.shuffled-as.sat03-890.used-as.sat04-841,Success,486,260,0.005,0.002
d5eb29f26fd0d0042437c1471ad4ff80-manol-pipe-g8nidw,Success,358423,121170,44.348,22.506
d5ef6e10ee1edfcf2c494025b579e5fa-fsf-300-354-2-2-3-2.2.opt,Success,8496,3486,0.018,0.006
d5f16e727046b1f0a5b4645ab8b610f0-jgiraldezlevy.2200.9086.08.40.62,Success,9086,2200,0.018,0.008
d60f56735dc8e89d7d91a01f4340df0c-baseballcover13with25_and3positions,Success,7111986,3572612,34.422,27.668
d612eee37ec14cf8ba2f2aa3579d3ae7-ae_rphp055_04,Success,11996,5185,0.025,0.01
d6402b482a5dc102a5b09360689e2be8-jkkk-one-one-11-32-unsat,Success,41069,6401,0.881,0.474
d646d69fe2f66663f380a6d742bbb38a-string_compare_safety_cbmc_unwinding_800,Success,13820947,2920654,2024.438,1996.72
d6530945e7d35ef34435c9b988d9ea41-AProVE09-21,Success,89948,29964,0.419,0.33
d671a563fe876baa08f6b016a54a0a0d-manthey_DimacsSorterHalf_31_2,Success,18446,5408,0.076,0.066
d672bdbca3b1fb26d585e78add79537e-velev-pipe-o-uns-1.1-6,Success,303978,17710,9.142,8.819
d6a3720e0c3186e866f7452db66fc3e2-ramsey-32-4,Success,198400,45632,0.361,0.202
d6d4e4a171bc0c90d2a5c8bb8d43466d-54bits_13.dimacs,Success,21377,1008,0.08,0.044
d6d5093381d26a2bdab3077a8275b844-006-23-80,Success,75061,4288,0.185,0.124
d6e1aef6b0664f7faa0ee8d435733b9b-rbsat-v760c43649g8,Success,43649,760,0.213,0.198
d6fc8244dafa817cb8f8b100df8ae288-php-010-010.shuffled-as.sat05-1157,Success,460,100,0.003,0.002
d7186f39e10efde2900813e003acbd9f-SAT_instance_N=72,Success,133765,41184,138.109,75.024
d7228db35f25bc652e64966f026f27b7-pb_300_02_lb_07,Success,555047,149934,8.297,5.307
d7250f69bc0db9bd46a3252e8f0e9eaa-total-5-17-u,Success,963712,265064,7.459,5.893
d72b0684dd662ca6475f6caee6a1b450-ncc_none_3_16_3_3_0_0_435991723,Success,8257421,2556018,15.282,8.462
d73632fec32a7c578f7226e275146c53-smtlib-qfbv-aigs-bin_eventlogadm_vc344392-tseitin,Success,677935,248420,326.181,178.962
d73873b44da21fa1f46de63bfe5a82cc-ferry8u.shuffled-as.sat03-385,Success,11000,1857,0.051,0.04
d73f54bc2d70e967dfaf2084c2325ae3-SGI_30_70_27_50_3-log.shuffled-as.sat03-170,Success,56552,135,0.173,0.129
d7400d0385e0d0b8353732a7ecd5abfd-6s137,Success,2199433,766714,883.847,876.12
d74cee6341e82e72a33d4b6820ece751-SGI_30_80_27_80_2-log.shuffled-as.sat03-214,Success,51168,135,0.15,0.097
d7503555731fcf87ef1aaee3f6021452-dp09u08.shuffled,Success,14105,5995,0.194,0.148
d752a22325ed125c86615ff3171938b8-aaai10-planning-ipc5-rovers-18-step11,Success,276626,29317,44.01,23.48
d7549284b74347abcdabaafb7b423249-ecarev-110-1031-23-40-2,Success,244208,42271,0.448,0.247
d757153fe13d0d43535f39d18e9ad360-tseitingrid7x130_shuffled,Success,7280,1820,0.018,0.01
d765837689ffb1173943095f2fc42b96-Kakuro-easy-045-ext.xml.hg_4,Success,2725174,38514,7.835,5.558
d775026a74adcfb87cb0acf33fbbf8cf-ip38.shuffled,Success,107886,49967,1.124,0.934
d77d14e53e6b8533a5a17c78e07d8786-fdmus_b21_359,Success,15304,5574,7.475,3.73
d795349b7b01cc661cc3f682acd4afa7-depots2_ks99i.renamed-as.sat05-3944,Success,10048,820,0.415,0.167
d79ddf10618b5fce6e0ab18d5daabe8c-openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.035-NOTKNOWN,Success,409950,133566,47.345,26.722
d7b38c8ead74ae705aa60b8771debda1-maxor128,Success,598575,200308,3.889,3.286
d7be1fc63084e124cf8d297ba23e473b-g2-modgen-n200-m90860q08c40-29667,Success,9086,2200,0.02,0.007
d7cc58d281360374ad50ac5fce039e7c-transport-transport-three-cities-sequential-14nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.040-NOTKNOWN,Success,6842720,1512832,1372.838,907.141
d7dbb2cba940af33b2bce37ea99b8110-6s130-opt,Success,144358,49370,58.208,32.07
d7f01fd4d5f9815dd64c39be8c39ad29-clauses-2.shuffled-as.sat05-1966,Success,226124,75528,21.889,17.792
d8150aa5ed50b083a4c9a3da750fdb45-rope_0006.shuffled,Success,504,216,0.005,0.003
d843b14caaa21940a8fc3033ca013437-f8b,Success,362384,121645,77.571,39.135
d8459ef811430ef47ef45b375a0da1ef-rand_net70-60-1.shuffled,Success,25061,8400,0.99,0.516
d85642294e3ff3b2094e699a96be83ac-UTI-20-10t0,Success,612803,237336,6.83,4.625
d8755fbffec770ee33cb4169b91b77d9-sha1r17m75a_p,Success,10733,2514,0.074,0.039
d88295f02603eeb05099686b4cc6bd82-mrpp_8x8#22_24,Success,162454,22022,1.944,1.104
d88baaa735c644728b0d0cb3f015708b-gss-27-s100,Success,95677,31951,16.349,8.763
d88c6afc13cdad0e2c8371a879692b39-battleship-13-13-unsat,Success,1183,169,0.006,0.003
d89c0f6742978220b2ef27f104913931-battleship-5-8-unsat,Success,105,40,0.003,0.002
d8b5cf962203cd5cdba5fed75d2cd02e-LABS_n072_goal001,Success,395933,197967,2.638,2.049
d8c6caa9a5ecf5ba05e3d4de66ae7972-g2-slp-synthesis-aes-top26,Success,230335,76943,1.175,0.949
d8d6e110da61b2cb593ba2684ba7f518-Schur_161_5_d21,Success,29474,774,0.065,0.034
d8e3290dab78fcd69c92a73c03f70630-full-bg-gb-7-ce,Success,63706,15092,29.524,14.131
d8e9d33780aa854af40e47c5bb86b2f6-g2-mizh-md5-47-3,Success,233457,65604,20.506,10.742
d8ff2ae89a1eba302075e4d8fb10830c-mrpp_8x8#24_20,Success,133401,18278,1.625,0.935
d8ff43027de4a0d0af96a8db9722bd5b-Schur_160_5_d42,Success,26993,748,0.057,0.035
d8ffbd52a1956e5ab894a08c30d11924-Mat27.shuffled,Success,2960,900,3.963,2.1
d9042de56b5a0ee763ad7f9629aa52f8-slp-synthesis-aes-bottom20,Success,139333,44362,0.627,0.503
d91713d348f93d41ef5b6b2db7511e71-phnf-size10-exclusive-dekker.used-as.sat04-989.shuffled-as.sat05-4193,Success,3763369,55753,150.807,147.546
d9320e4dbba0f8bd699085f61a98ff5c-mod4block_3vars_7gates,Success,62234,574,0.185,0.126
d9406a5b26acf42dad42a4bb0a56e24b-new-difficult-22-173-20-80,Success,22276,440,0.104,0.096
d94cfe712031abae0fc94e4310b319df-rope_0004.shuffled,Success,336,144,0.004,0.002
d955264aa634dc92d14d63fff1ad6f10-mp1-ps_5000_21250_3_0_0.8_0_1.60_8,Success,21250,5000,0.04,0.027
d95c2aa334c098b0a41e0f96ab15cd1d-preimage_80r_491m_160h_seed_407,Success,180926,56108,5.935,3.304
d96b51b728856b588991af6bb20bdde1-baseballcover12with23_and2positions,Success,7133746,3583560,34.839,28.112
d97295d7dc6ccbb6909cae267a2dac73-SGI_30_60_28_40_7-dir.shuffled-as.sat03-126,Success,70528,840,0.46,0.435
d9767a6ac2e1bfa8d3b28ec4bcf02d38-snw_13_9_CCSpre,Success,620744,19612,3.967,3.447
d9b1ff2d48c5c8859d1fb8106023287a-traffic_pcb_unknown,Success,766757,33320,3.146,2.513
d9b9bf6e81b2a5fc33a0d64a1cd0dcf2-fphp-040-032.shuffled-as.sat05-1222,Success,44840,1280,0.143,0.131
d9bd455f94ba2b104f8d12ef59a525b9-mod2-rand3bip-sat-210-2.sat05-2159.reshuffled-07.cnf.mis-144.debugged,Success,60453,30306,0.25,0.191
d9c3391cbc4e2d6f4ad5cd6a59b1fb3a-connm-ue-csp-sat-n600-d0.00-s1227021255.used-as.sat04-939,Success,6864,576,0.057,0.007
d9edec809b84b6a3ce31e623026888bc-baseballcover12with22_and2positions,Success,7133746,3583560,34.945,28.182
d9f5fe87dfb9d09fab79247f1a5b4e38-ps_200_306_70,Success,1565263,319295,521.685,282.969
d9fa142f9361d2ca368a51d16929572e-b1904P2-8x8c9h7UNSAT,Success,269885,68940,145.476,71.831
d9fe50de72fb34ea94518c32d8f3077c-hitag2-7-60-0-0xe8fa35372ed37e2-80,Success,29659,2262,0.132,0.088
d9ffb5e2585e6ce8991d8772b7c46e90-grid_20_20.shuffled,Success,1521,798,0.006,0.002
da04938ba1f77f11748308f114fff467-ibm-2004-6_02_3-k100,Success,290055,80370,5.701,3.282
da1c4b80744ff527a61cafd64d069897-fphp-010-010.shuffled-as.sat05-1199,Success,910,100,0.006,0.003
da72fa2e7bc48f9c0288b31db6c3f2e4-Problem14_label14_false-unreach-call.c,Success,4228436,1171972,196.076,191.011
da7a564a661110a17274c2082c83d5de-bv-term-small-rw_848.smt2,Success,23280,7732,33.114,15.692
da910ce28610dff409989982dc14f4d2-rbsat-v1560c133795gyes7,Success,133795,1560,0.829,0.76
da9299d4b3facbfb1925a1d686c7c925-hitag2-10-60-0-0xa04d664a73eac4d-66,Success,29862,2255,0.117,0.084
daa424c2ef0cfe236837cd1a3947063b-IBM_FV_2004_rule_batch_07_SAT_dat.k55,Success,43209,16256,0.368,0.229
daa5840ca8f39edb46e7fb51997f0b48-IsoLator-6-18,Success,1646670,401518,11.577,10.076
daa64046112eb50107587b859f856a7d-php-010-008.shuffled-as.sat05-1171,Success,370,80,0.003,0.001
dac4360d82406eec04389cad5882ba61-g2-T104.1.0,Success,25976627,7339147,739.3,710.556
dac5fa253faa91036ce8758ab9c051c5-q_query_3_L100_coli.sat,Success,1255961,315617,24.95,14.779
dac6f7f51d4aad660422a31ed0ee2456-Steiner-45-16-bce,Success,1245,1395,0.008,0.005
dacedc9065cf7d46578556048129260f-mutcb13,Success,1019,331,0.141,0.079
dad81d8f80b415ff7ca9544e5705ce65-hitag2-7-60-0-0xe97b5f1bee04d70-47,Success,29946,2269,0.118,0.09
dae01a74a0012d686caa25a22a4dd12d-aaai10-planning-ipc5-pipesworld-12-step15,Success,940925,63349,547.446,297.476
dae94e846c0bf0e29757ffe345008c7a-Schur_161_5_d35,Success,27962,760,0.061,0.034
db267ea0279158fb3ef0558b73506089-Steiner-135-32-bce,Success,9536,14175,0.033,0.021
db34df57edfdbcb8790efa3e43e0d5bb-sted5_0x0-70,Success,58222,2345,0.119,0.069
db3be4cbdcf663dbd37f6fa58d4f6bce-genurq5Sat.shuffled-as.sat03-1511,Success,444,97,0.004,0.002
db4978977f416b25dd450db06b7604b7-rook-60-0-1,Success,867292,223077,1.869,1.267
db4fb5fcfcf1ec707225f26c8edceb6a-Schur_160_5_d33,Success,27785,757,0.061,0.04
db5739060cc056b6b4733e4527bb630c-traffic_kkb_unknown,Success,701694,34510,3.028,2.449
db6c1678a8a5e9d2f647e9d73ec73125-ACG-15-10p0,Success,869875,262253,4.987,4.311
db8f0d757b4f974602b399564ac2ca1e-b1904P2-8x8c9h5SAT,Success,293333,68940,162.284,79.01599999999999
dba368a504f627a9fb95cf0b65b512ea-170153306,Success,1123,321,0.005,0.001
dba9378866ed156e90dbc190adfd2beb-iso-ukn004.shuffled-as.sat05-2739,Success,6859,1956,0.026,0.018
dbbd977e78d2e6a9d2d83c5077597591-Kakuro-easy-118-ext.xml.hg_4,Success,16647493,125279,48.374,34.293
dbed016ad952d8105c1a8149681d9b21-Urquhart-s5-b8.shuffled,Success,1126,122,0.006,0.003
dc03ec853bd1f1e85e7d6fc0d3090917-c9idw,Success,517243,174365,84.846,46.714
dc31f9a5c7bce9fa67d2dac4dd4b25e4-sncf_model_ixl_bmc_depth_15,Success,5913908,2262818,140.112,133.564
dc3854d1f6db34fa97596ac30204627c-ktf_TF-1.tf_3_0.02_34,Success,192319,43133,0.68,0.529
dc408ce6c50c342c51e4ffc6f82266f3-hard-14-U-15228,Success,1694258,602896,57.13,55.242
dc4b49ad29c0241d7d2c9351e8cdd938-UR-15-5p1,Success,632036,163258,3.679,3.205
dc81cd1ae0f4e8ad19469f6f264a3807-g2-hwmcc15deep-oski15a14b30s-k24,Success,1773256,683370,168.297,165.65
dc8ddb17b01d65aebc2223d4c26f9d00-minxorminand032,Success,31973,10794,22.568,21.272
dc98cb692e3203258be6d4d31f566388-ak064modasbg2asisc,Success,233924,72835,273.721,147.334
dc9ca6718358e922e95385a2e1112d59-sokoban-p16.sas.cr.37,Success,1142613,174800,6.204,5.742
dc9e6e0c69b802414d2eaa9fbaa72d1f-gensys-ukn008.shuffled-as.sat05-3848,Success,17778,2929,0.057,0.039
dcc6e9c7d7081ea8af6ddeef7c45f391-queueinvar8,Success,2273,512,0.014,0.008
dcdc086e2547c3e40ee77a70812ead80-mp1-Nb7T07,Success,30576,7196,0.089,0.059
dcdc3d1d35c7ecee04826b8361f0d08b-stable-400-0.1-5-9876543214005,Success,30584,400,0.245,0.211
dcdfb7b6a5e319f915449dcb2464304d-vlsat2_40170_5970608.dimacs,Success,5879372,40170,207.97,203.839
dce90ec780ff2118f9d1e6b6b65430fa-connm-ue-csp-sat-n600-d-0.04-s1239245797.used-as.sat04-969,Success,6380,560,0.013,0.004
dcea07b4545f04dd2db6b6f6c8be6826-dislog_a09_x11_n20,Success,55197,12284,0.489,0.278
dcf5b8224d1e0748871c83ee10067255-2dlx_ca_bp_f_liveness,Success,4312956,202253,1014.5360000000001,996.559
dcfdf31943b65080a2e4b8ec46a89c7d-IBM_FV_2004_rule_batch_1_31_1_SAT_dat.k90.debugged,Success,419246,120644,6.248,3.985
dd13d3c1ff64d2149723f8200ca49e16-fixedbandwidth-eq-34_shuffled,Success,558,137,0.004,0.001
dd1adb197177912d2842849ce1ab0dc4-IBM_FV_2004_rule_batch_22_SAT_dat.k65,Success,545126,139033,12.973,7.793
dd2335801b1bc5bb31e5e64437926df0-tseitingrid6x195_shuffled,Success,9360,2340,0.022,0.012
dd2d4d0509587ba9729b7c2f192a1319-SGI_30_70_16_90_5-dir.shuffled-as.sat03-138,Success,35502,480,0.218,0.202
dd2fc5a9a5e99b1196ee26c145d2f3bb-dated-10-17-s,Success,824286,229842,7.285,5.682
dd4cde2527c80df215dc1d636a63b153-fdmus_b17_1327,Success,22362,7830,10.177,4.996
dd5193a211bf9bcebed95350bd9fb9c8-satsgi-n21himBHm24-p0-q201,Success,10857,504,0.027,0.022
dd59b346420e715ca47a3dc1e78ca961-g2-ak128modbtbg1btaig,Success,1716932,573076,177.133,174.415
dd5a1f73645012be3107b5309582db64-em_9_3_5_exp,Success,108164,3857,0.256,0.215
dd5eb1bc337be11ab832e945a0c6cb6d-gss-15-s100,Success,93394,31238,15.938,8.499
dd7ee2bf60e28a897d8b02db491f3981-mp1-klieber2017s-0500-024-t12,Success,92646,30935,34.662,16.933
dd926bb427ade42f65444c65bc7e80dc-9-4-9,Success,1653312,57368,5.667,4.346
ddb3b48d9311e28f26b0f5b9493900c7-clus-1200-4800-20-20-003.shuffled-as.sat03-1087,Success,4800,1200,0.011,0.005
ddb3decfe4a53709806d60535bbb3de8-n320p5q2_n.apx_17,Success,62750,960,0.585,0.524
ddc0720fa5a91d9cc0dc726644ab9e9f-6s167-opt,Success,13077,4640,11.927,6.474
ddc308b079b032211ac8e4ae136c2626-ncc_none_2_17_4_3_0_0_435991723,Success,6291414,1835101,12.732,7.388
ddc7bef18e9a81b227a8e8d903d49455-sokoban-p20.sas.cr.23,Success,685007,115008,4.107,3.58
ddca8be5f04a7f18e78e74688ab48a20-satsgi-n25himBHm28-p0-q293,Success,17875,700,0.048,0.04
ddcd157f0537dbf1b0f2056a13adf2c5-289-unsat-14x34,Success,207536,1904,0.48,0.307
ddcdc207fd5519cacdc9ecda8ce38ecc-7999999957nw.shuffled-as.sat03-1674,Success,12677,3243,0.026,0.01
ddce6df9e6cdfe24d48e9a6c86e5513e-ndist.b.22994,Success,413871,298914,2.374,1.917
ddd91958c7f99833af9d42cf39317cdf-rbcl_xits_09_UNKNOWN,Success,79453,1430,0.174,0.119
dddc0755d8046e1dd77871400cdd15e3-LABS_n100_goal009,Success,1092380,432775,232.872,112.18
dde57b1bc17fa4433cff2bfedf9dd522-bivium-40-200-0s0-0xd447c33176b6b675fd5f8dc3a5deda46569dc34eedf37da020-6,Success,5120,972,0.017,0.008
dde9ca6a4ca2c7fe7e7a8b9d8a69f485-b04_s_unknown,Success,1262210,290693,7.115,5.928
ddeff6f803b4d0dbb79c841589d3fff9-newpol6-8,Success,260427,81975,40.742,27.161
ddfd170730b58b283d98518477b52fe5-combined-crypto1-wff-seed-115-wffvars-500-cryptocplx-31-overlap-2,Success,17553,1545,0.064,0.048
de0f96a530afcb6bbc8025c5c69e61a1-T117.2.0,Success,10809771,3130801,204.897,193.043
de1210fbecfa61933543adc384a62bcb-slp-synthesis-aes-bottom12,Success,53865,17298,0.229,0.179
de24a43766cbd9ba5afaa1eb07017d23-countbitsrotate128,Success,415288,138559,625.009,300.065
de2c1470302df35e1cf2975f8f9acf9f-gensys-brn001.shuffled-as.sat05-3420,Success,51584,576,0.446,0.396
de2d71289cc8ff5788fb9b3e08916938-hcp_bij16_16,Success,16281670,81920,1042.243,1018.868
de3aeb3e027567f5922246d620724d90-MD5-32-5,Success,73411,9534,0.295,0.163
de561ad72a609982e97aaf165d8ab93b-fsf-300-354-2-2-3-2.75.opt,Success,8496,3486,0.019,0.01
de561e8d3e39325d78911f2402774c85-safe028_tso.oepc_true-unreach-call.i-cbmc-u2,Success,251711,49955,22.519,12.769
de5b6086edcfcff4db14787847daa28d-7999999957fw.shuffled-as.sat03-1672,Success,14347,3672,0.031,0.01
de68b9c4a820e17a53956e015371605e-rbsat-v2400c266431g3,Success,266431,2400,2.366,2.239
de904b10e25b6ca31faf0861609ac92f-manthey_single-ordered-initialized-w28-b8,Success,30332,4480,0.094,0.068
dea0f4c12895e945f674fa60145b395e-mutcb14,Success,1196,385,0.171,0.075
dea7c2259373934f6bddb5c791c641b1-prime2209-73,Success,246667,88257,1.241,1.002
dea81beed9d7eb7447d94ae7db0b1842-sted4_0x1e3-124,Success,22322,2303,0.056,0.036
